Zip Code,Total population,Asian percent,MONTHLY HOUSING COSTS - Median,Median age,Percent - 15 to 44 years,Percent - 30 to 34 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Owner-occupied housing percentage,Renter-occupied housing percentage,Fy 2017 Sales,Fy 2018 Sales,FY 2019 Sales
78164,3048,0,469,55.9,22.7,5.5,6.5,44.2,41.3,10.3,37.7,10.3,8.1,17.1,3.9,0.88,0.12,223500,258500,258000
78201,47500,0.6,762,35.6,40.3,8.1,5.5,18.6,16.4,3.9,13.1,2.6,2.6,6.5,1.8,0.48,0.52,704700,1230750,1220900
78202,12178,0.1,715,30,41.5,6.3,5.1,15.6,13.3,3.5,10.4,2.4,1.9,4.6,1,0.51,0.49,75000,47800,44000
78203,6456,0.3,683,33.6,42.6,7.3,6,16.7,14.6,3.7,10.7,2.6,1.4,4.4,1.2,0.48,0.52,35000,34550,57000
78204,12454,0.8,757,37.9,43.5,7.4,5.5,19.3,16.3,5,13.8,3.5,2.7,5.2,0.9,0.56,0.44,35000,45500,48850
78205,1041,0,623,57.5,30.5,8.1,9.6,45.2,39.1,12.5,35.6,6.9,7,16.2,4.1,0.15,0.85,51000,82000,61000
78207,54071,0.3,524,32,41.9,7.1,3.8,15.5,14,3.7,11.7,2.7,2.2,5.2,1.6,0.48,0.52,375700,490450,458650
78208,4704,0,649,32.5,40.5,8,4.2,16.1,14.5,3.2,11.9,3.8,2.4,4.8,0.6,0.33,0.67,54000,144350,156150
78209,41274,2,1225,42,37.3,6,6.5,25.3,23.2,4.9,18.8,3.6,3.3,10.3,3.7,0.57,0.43,322450,585700,626300
78210,37801,0.3,721,35.3,41.1,7.1,6.1,18.7,16.2,4.9,12.6,2.3,2.4,5.3,1.8,0.54,0.46,264000,321850,450100
78211,31952,0,584,34,42.5,6.6,5.3,17.9,15.6,4.4,12.6,3.1,2.8,5.1,1.3,0.62,0.38,344000,572500,552150
78212,28664,1.6,802,38.7,43,6.1,6.6,23.2,20.5,5.5,16.6,3.7,3.3,7.4,1.6,0.47,0.53,535950,763650,866550
78213,43394,1.2,889,33.7,46.7,6.7,4.6,17,15.4,4,12.4,2.9,1.8,5.6,1.8,0.47,0.53,344650,467700,486400
78214,26013,0.2,586,31.7,43.5,6.2,3.9,15.1,14.1,3.3,11.3,3.3,1.4,4.6,1.5,0.57,0.43,292350,492250,415550
78215,2686,2,1324,32.3,69.6,15.2,5.5,9.9,8.5,2.5,4.4,0.2,0.3,1.7,1,0.04,0.96,41000,36300,44000
78216,41042,2.6,942,34,47,9.9,5.4,16.4,14.6,4,10.9,2.3,1.8,4.7,1.4,0.36,0.64,671450,1168150,1267700
78217,33803,2.4,908,35.3,44.5,7.6,5.6,18.5,16.4,3.1,12.9,3.3,2.4,6.4,1.6,0.42,0.58,600500,989000,1088100
78218,35384,3.5,853,33.2,43.6,8.1,5.3,17.6,15.7,3.8,12.3,2.7,2.1,5.8,1.7,0.47,0.53,348400,572250,666050
78219,16376,1.5,763,31.5,35.9,5.5,4.9,17.3,14.4,4.6,12.3,3.5,1.8,4.3,1.7,0.5,0.5,292800,528000,551500
78220,16833,0.8,693,34.3,37.4,7.3,6.5,22.4,19.3,4.1,15.9,3.1,3.6,8.7,2.2,0.56,0.44,87950,165400,202000
78221,40249,0.4,737,32.9,43.2,6.8,4.8,16.9,15.2,4.2,12.1,2.7,1.9,5.3,1.8,0.62,0.38,472600,760250,723050
78222,24189,1.2,874,32.6,42.8,7.3,4.9,16.6,15,3.6,11.8,3.4,2.1,4.7,1.3,0.73,0.27,223000,301000,320900
78223,54517,0.4,809,32.4,42.9,7.4,4.3,14.6,12.8,3.7,10.4,2.3,1.7,4.3,1.4,0.59,0.41,697000,1176550,1358200
78224,21636,0.3,787,31.2,45.2,7.9,4.2,14.8,13.3,4.3,10.6,2.7,1.7,3.6,1,0.61,0.39,247750,397250,469350
78225,13933,0.2,609,34.9,38.8,9.4,6,20.3,17.2,4.4,14.3,2.3,2.9,7.6,2.6,0.67,0.33,145000,208950,273600
78226,6755,0.4,629,36.4,43.2,5.2,5.7,19.5,17,2.7,13.8,4.9,2.2,6.2,1.6,0.39,0.61,42000,55000,76000
78227,49793,1.4,792,30.3,42,6.8,5.3,15.3,13.3,3.3,10,2.2,1.7,4.5,1.6,0.51,0.49,424650,623800,769850
78228,62371,0.7,735,34.1,42.5,6.6,5.1,18.5,16.4,3.9,13.4,3.5,2.2,6,1.8,0.61,0.39,567800,852600,955050
78229,32338,5.7,886,30.6,56.1,11.8,3.3,12,10.4,2.9,8.6,1.7,1.7,4.1,1,0.16,0.84,181000,207500,181800
78230,45104,3.7,1057,34.6,45,7.5,4.9,20.2,18,4.5,15.3,3.7,3,7,1.9,0.49,0.51,456650,679550,692250
78231,8453,2.7,1263,44.9,34.6,6.6,8.1,27.3,23.5,8.5,19.2,4.9,2.7,5.9,1.8,0.72,0.28,89000,255000,184950
78232,38054,1.9,1174,39.8,40.3,7.2,7.5,24.6,21.8,5.6,17.1,4.9,2.6,6.7,1.9,0.58,0.42,346000,649000,597250
78233,47700,2.7,979,35,43.3,7.9,6.3,18.8,15.9,4.5,12.5,4,1.8,4,1,0.59,0.41,505850,872800,792600
78237,37508,0.3,575,34,40.2,6.7,4.7,18,16,4.3,13.4,2.6,2.6,6.4,1.8,0.64,0.36,433000,561700,607450
78238,25300,3.6,903,35.5,44.7,6,5.1,17.2,15.1,4.6,12,2.7,2.1,4.7,1.5,0.44,0.56,381850,489350,498100
78239,28373,2.9,1016,38.5,38.7,6.4,5.3,21.6,19.4,5.5,16.3,3.1,3.2,7.8,2.4,0.72,0.28,179600,216850,314200
78240,58207,12.2,1016,31.9,49.4,10.8,4.1,15.8,14,3.9,11.7,2.3,1.9,5.5,1.5,0.35,0.65,435600,583150,647550
78242,33219,0.5,761,28.2,46.3,6.6,3.7,12.3,10.7,3.1,8.6,2.2,1.6,3.3,1.1,0.57,0.43,169000,260200,280600
78244,30618,1.6,1064,32.4,45.6,8.8,5.1,13.1,10.9,3.3,8,2.2,1.2,2.5,0.8,0.7,0.3,153000,169700,177800
78245,72277,1.6,1132,29.3,47.9,9.4,3.3,10.2,8.8,2.4,6.9,1.2,1.6,3.2,1,0.69,0.31,281000,501650,497500
78247,52885,1.8,1263,35.5,42.5,6.9,5.4,15.7,13.6,4.2,10.3,2.4,1.8,3.6,0.9,0.76,0.24,779850,1443000,1994200
78248,14372,3.3,1575,44.1,34.5,6.5,7.6,25.1,21.8,7.2,17.4,5.6,2.1,4.6,1.1,0.78,0.22,91000,141700,154000
78249,56674,6.6,1244,27.8,56.6,7.3,4.2,13.3,11.1,2.9,9.1,2.6,1.7,3.5,1,0.57,0.43,403700,521850,651400
78250,60906,3.9,1073,34.6,42.7,7.5,4.7,15.1,13.4,4.1,10.4,2.8,1.5,3.5,1.1,0.74,0.26,815050,1182350,1241550
78251,58522,3.5,1173,32,50.1,10.3,4,11.3,9.7,3.2,7.3,2.1,1,2,0.8,0.56,0.44,811200,1430950,1404000
78252,10593,0.3,1015,31,53.6,13.1,1.3,7,6.5,2.3,5.7,1.8,0.9,1.7,0.4,0.77,0.23,47000,112500,162000
78253,41188,3.5,1524,32.5,42.4,9.5,3.5,12.5,10.4,3.9,9,2.2,1.2,3,1.1,0.81,0.19,216000,450150,554300
78254,56329,2.2,1340,30.8,47.7,9.7,3.1,10.1,8.6,3,7,1.8,0.8,2.2,0.8,0.8,0.2,179900,267050,326000
78255,14507,6.5,2004,37.2,36.2,4.6,4,16.4,14.5,4.9,12.4,3.1,2.2,4.4,1.1,0.87,0.13,36000,84000,122000
78257,6107,4.9,2079,36.9,36.8,6.8,6.4,22.4,19.8,5.5,15.9,4,3.3,6.5,1.8,0.69,0.31,192050,299400,372950
78258,45966,8.8,1718,36.6,39.8,5.7,4.7,16.5,14.7,3.6,11.9,2.4,1.9,5.9,1.5,0.66,0.34,172150,251300,316250
78259,25873,5.3,1554,36,39.9,6.6,6.8,16.4,13.8,3.7,9.7,2.8,1.7,3.2,0.8,0.73,0.27,700,1000,7000
78260,27907,4.5,1879,36,37.7,6,3.7,13.7,12.1,4.2,10.1,2.7,1.7,3.2,0.6,0.88,0.12,206850,266000,326150
78263,5072,0,764,39.8,39.3,6.1,8.2,22.6,18.3,6.3,14.4,3.5,2,4.6,1.2,0.85,0.15,24000,44000,41850
78264,10188,1.3,673,34.3,44.1,5.6,7,17.3,14.1,4.6,10.3,3.2,1,2.5,1.2,0.84,0.16,168000,240100,240000
78266,6746,2.8,1682,44.5,30.4,3.8,9.1,26.2,22.8,7.6,17,5.1,1.6,4.4,2.7,0.93,0.07,25050,85000,72000
78332,28641,0.8,624,34.8,40.4,6.6,6.4,20.4,17.4,5.4,13.9,3.3,2.2,5.3,1.4,0.67,0.33,659250,829750,806350
78336,11828,0.5,778,38.7,38.5,4.4,6,24.4,21.7,6.1,18.3,3.8,4,8.4,2.3,0.58,0.42,433600,780600,674350
78340,461,0,467,50.2,30.6,5.2,12.4,40.3,35.4,10.6,28,9.3,1.7,8,2.2,0.85,0.15,14000,35000,26600
78341,2100,0,358,39.2,33.7,4.1,3.4,25.1,24.6,4.4,21.7,7.4,3.4,9.9,4.3,0.68,0.32,14000,33000,27000
78343,4374,0.2,624,37.7,40,4.6,5.7,20.3,17.9,5.1,14.6,3.7,1.7,5.9,2.6,0.73,0.27,72000,109600,140800
78355,7309,0,481,31.4,44.2,7,3.9,18.2,16.8,4.2,14.3,3.3,3.6,6.8,2.3,0.62,0.38,100000,93700,103000
78357,2912,0,610,32.9,44.2,8.3,3.3,16.3,15,4.9,13.1,2.6,3.1,5.5,2,0.68,0.32,64000,67250,73600
78359,2056,2.5,569,34.5,46.3,5.3,5,14.1,12.5,2,9.1,2.9,2.5,4.2,1.5,0.67,0.33,22000,39450,34300
78361,5357,0,435,35.9,38.1,5.9,7.3,26.6,24.8,7.8,19.2,4.9,3.6,6.6,1.7,0.76,0.24,56000,116100,81000
78362,9907,1.4,1002,34,42.2,6.3,4.3,17.4,16,3.9,13.1,4,2.8,5.2,1.5,0.7,0.3,122000,224450,177350
78363,29963,2.1,759,27.5,49,6.1,4.1,16.7,15.1,4.3,12.6,2.8,2.9,5.5,1.4,0.52,0.48,501000,875100,797850
78368,9620,0.2,449,38.4,35.7,6.5,5.7,23,19.9,6.1,17.3,3.6,3.2,7.6,2.1,0.74,0.26,284450,332300,372700
78370,4718,0.3,667,35.7,34,8.5,8.1,21.2,18.1,5.7,13.1,2.6,1.1,4.8,2.8,0.75,0.25,45000,64100,64000
78372,6233,0,602,26.9,42.7,5.5,2.9,10.9,8.8,3.3,8,1.2,0.6,3.5,1.6,0.75,0.25,30000,67150,35000
78373,4084,1.8,1194,49.8,30.8,3.4,6.7,26.5,24.6,7.3,19.7,2.9,4.8,9.5,3.3,0.6,0.4,82000,117250,82000
78374,17661,1.3,1223,35.6,40.7,6.4,4.4,17.9,16.5,5.2,13.5,2.8,2,5.4,1.5,0.65,0.35,240000,524000,439050
78375,3055,0,447,42.8,33.2,7.1,5.2,28.6,27.1,3.8,23.3,4.4,6.1,15.1,5.1,0.78,0.22,84000,70000,42300
78377,3770,0,580,41,35.7,5.3,5.8,25.5,22.3,7.1,19.8,4.4,3.6,8.2,1.6,0.68,0.32,75000,122000,126400
78379,1576,0.5,621,40.4,37.6,4.8,9.5,24.4,22.2,4.3,14.9,5.2,3.6,5.4,1.4,0.84,0.16,45000,53100,42000
78380,24126,0.2,683,33.7,37.1,6.3,5.2,19.1,16.9,3.7,13.9,3.3,3.2,6.8,2.3,0.69,0.31,243000,398500,302000
78382,21537,2.2,763,50.4,28.1,4.5,7.3,33.5,30.7,9.7,26.1,6.2,5.3,10.3,3.1,0.76,0.24,442000,590850,555800
78383,4077,0,770,53.5,19.5,3.5,8.5,37,33.3,9.8,28.5,7.3,4.7,11.4,4.5,0.91,0.09,27000,96000,117000
78384,5635,0,425,36.5,41.6,3.6,4.3,18.9,17.9,5.1,14.7,2.3,3.2,7.3,2.5,0.57,0.43,48000,82600,85000
78387,10062,1.6,706,31.9,39.3,7.4,4.8,16.7,14.1,4.6,11.9,3.3,2.3,3.9,0.9,0.7,0.3,73550,93750,116000
78389,1623,0,473,41.7,43.2,4.8,5.9,22,20,1.9,16.1,3.5,6.3,10.8,3.1,0.81,0.19,103000,171600,280400
78390,5197,0.1,699,34.9,40.1,9.5,4.4,18.8,16.7,3.1,14.4,4.8,3.3,6.5,1.9,0.65,0.35,26000,85600,54000
78393,2130,0,630,44.3,31.3,3.3,6,28.6,25.9,7.6,22.7,4.8,5.9,10.2,1.5,0.81,0.19,41000,42000,51000
78401,5445,0.4,663,40,45.9,8.5,6.3,22.1,20,4.3,15.8,1,2.4,10.6,3.3,0.19,0.81,58000,81600,54050
78402,272,0,979,53.6,21,2.9,8.8,43,43,14.7,34.2,7,3.3,12.5,6.3,0.41,0.59,54000,68300,43650
78404,18467,1.4,842,38.8,39.9,5.6,6.5,21.8,18.8,4.9,15.4,3.9,2.3,6.6,2.4,0.49,0.51,125000,184450,166500
78405,15469,0,554,37.4,39.7,6.9,5.7,20.1,18.5,4.1,14.5,3.8,2.8,6.5,1.9,0.55,0.45,145600,253550,270900
78406,1784,0,636,36.1,53.9,6.1,9.1,17.6,14.2,4.8,8.5,3.1,0,0.5,0.5,0.88,0.12,7000,6000,0
78407,3456,0.2,648,35.4,43.5,5.6,4.3,17.2,16.2,5.4,12.8,2.8,2.3,4.6,1,0.49,0.51,28000,57000,62000
78408,12606,0.7,681,33.9,39.4,7.7,4.5,17.5,15.7,4.2,13,4.7,1.4,4.1,1.4,0.47,0.53,289000,426350,453950
78409,2733,0,735,33.3,38.5,8.2,6.1,17.8,15.4,2.9,11.7,3.7,2.6,5,1.4,0.55,0.45,17000,22000,23000
78410,27087,1.4,1105,34.6,41.7,7.6,6,18.1,15.2,4.1,12.1,3.1,2,4.9,2,0.66,0.34,581000,964900,767700
78411,26570,1.7,879,38.6,39.3,8.5,6.3,22.1,19.7,4.8,15.8,4.4,2.6,6.6,1.8,0.62,0.38,660000,851950,939300
78412,39286,2.5,952,28.9,49,6.5,5.1,17.1,15.3,3.9,12,2.9,1.8,5.2,1.6,0.45,0.55,325100,641400,619850
78413,40070,3.4,1180,35.1,43.2,7.3,5,18.3,16.3,5.1,13.2,3.6,1.9,4.5,1.6,0.56,0.44,377000,740500,672650
78414,38343,5.5,1405,33.8,43,8.5,4.7,15.2,13.1,3.5,10.6,2.3,1.3,4.7,1.4,0.66,0.34,292000,534850,412900
78415,40496,0.3,830,34.4,41.1,6.3,5.7,18.8,17,4.8,13,3.1,2.5,5.1,1.6,0.58,0.42,289650,445200,361350
78416,15493,0,638,35.3,34.4,6.5,6.6,23,20.1,3.8,16.5,2.7,5.1,10,2.6,0.6,0.4,61150,183250,203850
78417,4176,0.2,706,33.7,38,11.7,5.3,17.1,13.8,4.2,11.9,2.4,2.7,5.3,1.2,0.77,0.23,3000,37450,56000
78418,31120,3.5,1066,39.2,39.3,7.3,7.9,21.4,18.2,5,13.5,3.5,2.7,5,1.5,0.58,0.42,345000,758400,855800
78501,64340,1.7,675,33.5,42.2,6.9,4.6,19.4,17.6,3.9,14.7,3.4,2.8,7.4,2.2,0.5,0.5,643250,1020550,931050
78503,22877,1.8,742,32.5,40.4,7.2,4.7,18.6,16.3,4.2,13.9,3.3,2.3,6.4,2.5,0.64,0.36,154900,274600,260750
78504,53665,3.9,995,32.3,43.2,7.2,5.7,14.9,12.2,3.5,9.2,2.1,2.2,3.6,0.9,0.69,0.31,298000,466600,355300
78516,35223,0,483,27.4,40.7,7.4,3,15.1,14.2,3.4,12.2,3,2.3,5.9,2.3,0.76,0.24,100000,193450,217600
78520,62804,0.5,644,31.1,42.4,6.3,4.8,16.7,14.8,3.5,11.9,2.8,2.5,5.6,1.5,0.61,0.39,384750,412350,459700
78521,92975,0.4,603,28.8,41.8,5.5,4,15.5,13.9,4,11.5,2.7,2.3,4.9,1.3,0.59,0.41,475000,778450,1054600
78526,47125,1.3,865,29.6,43.7,6.5,3.5,12.6,11.1,3.1,9.2,2.2,1.9,3.9,1,0.75,0.25,60000,115500,109800
78535,678,0,714,32.5,39.2,12.5,4.4,13.9,13.9,2.5,9.4,6.9,0,0,0,0.75,0.25,13000,21000,17000
78537,45606,0.2,466,26.2,42.3,6.4,3.5,13.8,12.4,2.7,10.3,3,2.3,4.7,1.5,0.75,0.25,75000,99950,98850
78538,10912,0,472,30.8,40.2,6.1,4,19.2,17.9,6.5,15.3,3,2.2,5.9,1.3,0.75,0.25,2000,10000,6000
78539,34991,4.8,824,30.6,44.3,7.1,4,13.6,11.8,2.6,9.6,2.6,1.5,4.4,1.2,0.58,0.42,844700,1022100,840550
78541,44387,0.2,718,27,48.8,6.8,3.3,10,8.4,2.2,6.7,1.6,1.3,2.9,1,0.54,0.46,134000,267300,249350
78542,75822,0.3,564,26.3,47.3,7.3,3.4,8.2,6.6,1.8,4.8,1,0.9,2,0.6,0.75,0.25,85400,112700,122000
78543,8886,0,525,30,39.9,6.6,1.8,15.8,15.1,4,14,3.2,4.2,6.8,0.6,0.67,0.33,8400,20700,29350
78548,649,0,272,37.1,36.4,0.6,2.5,17.1,16,7.1,14.6,2,4.6,5.5,0.9,0.98,0.02,2000,3000,4000
78550,52746,1,655,30.4,39.3,6.6,4.9,17.7,15.8,4.3,12.8,2.6,2.3,5.9,1.8,0.53,0.47,265000,357250,339150
78552,38352,0.9,750,34.4,37.3,6.3,3.5,20.2,18.4,5,16.7,3.5,3.1,8.1,3.5,0.79,0.21,108000,170400,186000
78557,13859,0,692,28.8,43.7,6.7,2.5,12.8,11.7,4.3,10.3,3.4,0.8,2.6,0.5,0.72,0.28,36000,31400,37000
78558,1121,0,438,30.2,39.5,6.4,6.5,21.2,18.5,4.1,14.7,5.9,0,4.7,2.8,0.78,0.22,12000,14350,22000
78559,12579,1.3,505,37.6,37.2,3.8,5.1,21,18.8,6.7,15.9,2.9,2.4,6.4,3,0.76,0.24,40950,72650,47000
78560,4846,0,687,28.1,43,6.1,7.4,15.2,12.2,3.3,7.8,0.4,1.4,4.1,1.6,0.65,0.35,34000,73700,46000
78562,4099,0,385,31.1,50.9,10.5,3.2,11.6,10.8,3.5,8.4,2.8,0.8,2,0.8,0.76,0.24,7000,6100,8000
78566,18120,0.2,666,29.6,41.3,6,2.8,11.5,10.4,3.7,8.7,1.5,1.8,3.5,0.9,0.75,0.25,27000,67450,54000
78567,521,0,400,39.8,34,2.5,3.6,24.4,22.3,2.7,20.7,5.4,8.1,12.7,3.3,0.93,0.07,10000,7000,8000
78569,4110,0,467,37.6,38.6,2.7,7.1,21.4,18.4,3.3,14.3,4.4,2.8,6.6,2.2,0.86,0.14,0,0,0
78570,34560,0,457,27.1,39.6,6.9,4.2,15,13.4,4.1,10.8,2.6,1.9,4.1,0.9,0.71,0.29,48000,92800,75700
78572,78770,1.8,642,33.5,39.3,5.4,4.8,19.6,17.9,4,14.7,3.8,2.9,6.9,2.3,0.69,0.31,467000,606900,770150
78573,38420,0.9,651,25.6,43,5.7,3.6,10.8,8.8,2.2,7.2,1.9,1.7,3.1,0.7,0.67,0.33,84200,142850,123900
78574,61238,0.2,603,25.5,44,5.5,3.1,9.9,8.6,2.5,6.8,1.6,1.5,2.7,0.9,0.76,0.24,87000,127350,131450
78575,9762,2.6,1039,36.2,48.7,3.5,3.4,14.6,12.9,3.6,11.2,3.8,1.5,3.8,1.5,0.79,0.21,28000,59400,44700
78576,11044,0,547,20.4,41.9,5.4,1.5,8.3,8,2.6,6.8,2.3,0.8,1.9,0.6,0.73,0.27,35000,89700,109000
78577,76821,0.3,648,28.7,42,6.3,3.1,14.6,13.5,3.7,11.6,2.9,2.4,5,1.2,0.61,0.39,218550,258350,272250
78578,11727,1.2,627,39,33.2,5.4,6.4,25.8,23.3,5.4,19.4,5.5,4.9,8.6,2.6,0.7,0.3,52000,102500,116000
78579,4775,0,473,26.7,44.4,5.8,2.6,13.4,12.5,2.7,10.8,4.4,3.7,3.7,0,0.82,0.18,1000,0,1000
78580,14943,0.1,472,32.1,49.4,8.6,4.4,16.8,15,3,12.4,3.4,2.9,6.1,1.6,0.73,0.27,67450,81850,72700
78582,42644,0.2,386,27.8,44.2,6.8,3.5,12.8,11.5,2.9,9.3,2.6,1.8,3.7,1,0.76,0.24,161800,267650,309100
78583,6820,0.1,404,46.7,29.4,3.4,6.8,34.7,32.8,8.1,27.8,6.1,7.6,13.6,2.7,0.86,0.14,6000,9000,7000
78584,18757,0,380,32.6,37,4.8,5.6,20.6,18.2,3.7,15,3.9,4.7,7.4,1.2,0.7,0.3,83000,87500,86350
78586,56086,0.2,503,31.2,41.2,6.7,4.9,16.2,14.2,3.9,11.4,2.5,1.3,4.9,1.8,0.75,0.25,214950,242950,202000
78589,40709,0,586,29.2,42.5,6.2,3.5,13.8,12.5,3.5,10.3,2.5,1.4,4.3,1.3,0.77,0.23,144150,196550,202450
78593,6114,0,386,31.7,41.7,4.1,6.1,15.6,12.7,3,9.5,2.1,2.7,4.4,1.2,0.71,0.29,6900,13850,2950
78595,6330,0,391,26.5,43,6.6,2.3,11.7,10.5,2.7,9.4,3.4,1.5,3.3,1,0.81,0.19,5000,1000,15000
78596,65013,0.8,582,30,40.4,6.1,3.8,16.6,14.9,3.9,12.9,2.9,2.3,6.1,2,0.71,0.29,197600,222300,204450
78597,2856,0,1075,59,16.9,0,19.7,47,36.8,7.3,27.3,8,8,12,4,0.68,0.32,55000,60600,63000
78602,28027,1.4,1002,40.8,37.1,6.2,6.9,23.7,21,6.5,16.8,5.3,2,5.1,1.5,0.75,0.25,430350,643350,756200
78605,5955,1.1,824,42.7,34.5,4.3,10.1,29.5,24.1,9.9,19.4,6.2,1.5,3.3,1.2,0.83,0.17,72000,66350,52000
78606,5552,1.1,800,48.2,30.7,2.3,11.2,31.7,25.5,8.8,20.5,5.4,2.3,6.3,2.9,0.79,0.21,73000,115800,176350
78609,1948,0,686,60.9,17.8,1.8,16.6,51.7,47.8,10.8,35.1,7.2,7.9,17.1,5.6,0.78,0.22,43000,70000,81000
78610,32692,1.6,1463,34.4,44.3,9.4,6.3,14.3,11.6,3.5,8,2.7,1.3,1.9,0.3,0.78,0.22,233000,435450,712250
78611,13016,0.3,734,41.4,35.3,6.4,7.8,27.2,24.6,5.7,19.5,5.4,3,8.4,3.2,0.72,0.28,289350,398850,546850
78612,12484,0.7,1043,38.3,35.1,7.6,7.9,18.1,15.5,4,10.1,2.4,1.6,3.7,1.7,0.79,0.21,129000,251350,292650
78613,77779,8.3,1574,35.1,43.3,7.5,3.8,11.7,10.1,2.9,7.8,2,1,3,1,0.71,0.29,626950,793350,856450
78615,931,0,925,46.9,33.5,3.9,11.8,30.2,23.7,8.1,18.4,3,1.6,7.3,0.8,0.82,0.18,28000,48800,19000
78616,7518,0,770,33.3,39,7.8,5.9,15.9,12.8,4.1,10.1,3.2,1.3,2.8,0.5,0.71,0.29,14000,40000,58000
78617,27900,1.6,1126,29.6,49.9,8.2,3.2,6.7,5.1,1.5,3.5,1.1,0.6,0.9,0.3,0.77,0.23,154000,229650,245000
78620,15452,0.7,1622,43.1,32.7,3.8,8.2,21.6,17.8,5.7,13.4,3.2,2.5,4.5,1.5,0.87,0.13,202550,253500,383600
78621,22261,0.5,951,35.1,38.3,7.2,6.7,18.4,15.6,4.6,11.6,2.7,1.6,4.3,1,0.76,0.24,272000,461150,408050
78624,21687,0.1,830,50.3,27.2,4.1,9.2,37.4,33.4,8.3,28.2,6,6,13.9,3.6,0.74,0.26,296000,363750,588750
78626,32529,1.1,1129,35.2,44.7,7.5,5.7,17.1,14.4,3.4,11.4,2.9,1.7,5,1.2,0.66,0.34,253000,284950,331800
78628,30322,0.8,1345,43.6,33.4,5.5,6.9,26.7,24,6.7,19.8,5.6,2.8,7.5,2.3,0.73,0.27,383550,522250,550600
78629,12341,0.1,636,36.5,35.1,5.9,5.7,22.1,19.8,5.5,16.4,4.2,2.3,6.7,2.3,0.65,0.35,187000,366450,311100
78631,2729,0,577,44.4,35.5,2.4,2.5,30,29.5,7.4,27.6,9.3,4,10.8,3.1,0.82,0.18,34000,34300,38950
78633,24727,1.2,1042,66.4,15.7,2,8.5,62.2,59.5,15.2,53.8,14.1,12.5,24.4,6.9,0.92,0.08,46000,61000,105000
78634,29770,1.7,1399,32,47,10.6,4,9.2,7.8,2,5.2,1.5,0.9,1.7,0.5,0.8,0.2,135000,268000,374800
78636,3882,0.1,776,51.1,26,3.8,9.3,41.5,37.9,10.3,32.2,9.4,6.1,12.5,3.7,0.73,0.27,52000,70950,116650
78639,8046,0.9,747,52.8,26.1,3.5,9.9,38.6,33.6,7.4,28.7,7,6.4,14.4,4.9,0.7,0.3,113000,189800,184400
78640,52981,0.7,1308,31.2,45,7.8,3.5,11,9.2,2.9,7.5,2.1,1.2,2.5,0.8,0.72,0.28,511000,709600,758000
78641,60135,2.7,1495,34.7,41.8,8.8,4.6,12.2,10.3,3,7.7,2.3,1.2,2.4,0.6,0.81,0.19,440750,612150,624000
78642,11087,0.3,1239,36.9,38.9,8.5,5.6,17,15.5,3.7,11.4,3.1,2,4.6,2,0.85,0.15,202000,366300,451250
78643,5901,0.1,720,50.1,27.4,3.9,7.6,37.9,34.3,10.8,30.3,7.9,4.9,11.6,3.5,0.75,0.25,48000,88850,103650
78644,18287,2.1,914,38.1,41.9,7.2,4.6,17.6,15.6,4.4,13,3.5,2.2,5.2,1.2,0.66,0.34,223000,419750,348050
78645,10705,0.8,1192,51.4,26.7,6.3,10.1,29.9,25.5,7.6,19.8,5.2,3.4,7,0.9,0.81,0.19,112000,95550,96000
78648,7791,0.3,578,40.4,33.5,7.5,6.6,26.8,24.1,3.9,20.2,5.5,4.3,10.8,4.1,0.68,0.32,145000,197850,139900
78650,1663,0.1,773,37.5,36,6,9.7,23.3,17.4,7.9,13.5,2.8,1,2.9,0.8,0.79,0.21,20300,35000,29850
78652,4965,0.5,1331,40.9,36.6,8.2,8.5,28.3,23.5,7.3,19.8,4.6,2.4,7.9,3.1,0.7,0.3,52500,76000,20000
78653,20822,1.6,1261,32.7,43.1,9.5,4.6,11.1,9.1,2.4,6.6,1.7,1,2.4,0.9,0.82,0.18,299250,428550,674850
78654,18488,0.9,853,44.5,33.5,3.7,6.1,29.9,27.8,7.2,23.8,6.4,4.8,10.2,3.2,0.75,0.25,236000,365800,358150
78655,3415,0,773,40.1,37.9,4.9,8.7,20.6,15.5,7,11.9,1.3,1.4,3.6,0.8,0.75,0.25,4000,40650,44000
78656,2513,0,770,28.9,49.1,6.1,7.2,14.3,10.7,5.2,7.1,1.9,0,0,0,0.59,0.41,35000,27000,18000
78657,5868,0.5,1021,58.4,23.6,5.9,8.5,47.3,44.7,10.1,38.9,9.1,8.5,19.7,7.3,0.82,0.18,65000,118250,194100
78659,3136,0.3,695,43.4,40.3,3.1,10.1,24,19.1,3.5,13.8,2.7,1.1,7.6,5.9,0.82,0.18,29000,26850,23000
78660,85450,9.4,1420,34.3,45.9,9.2,4.4,11.3,9.1,2.5,6.8,1.9,1.3,2.5,0.8,0.75,0.25,712850,1039350,1334850
78662,2485,0.7,780,39.4,37.2,5.4,12.7,23.9,18.1,6,11.2,3.1,0,2.2,1,0.9,0.1,16000,26000,24000
78663,913,0,755,42.5,35.4,3.3,8.9,25,19.1,1.3,16.1,11.8,1.5,3,1.3,0.81,0.19,8000,17000,28000
