Zip Code,Total population,Asian percent,MONTHLY HOUSING COSTS - Median,Median age,Percent - 15 to 44 years,Percent - 30 to 34 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Owner-occupied housing percentage,Renter-occupied housing percentage,Fy 2017 Sales,Fy 2018 Sales,FY 2019 Sales
76228,1027,0,549,52.7,25.9,2.4,12.2,36.4,32.5,8.2,24.2,9.1,2.9,7,2.7,0.82,0.18,11000,26750,10000
76230,9538,0,794,43.1,32.7,5,7.6,28.4,24.1,6.2,20.8,6.4,3.9,8.2,2.8,0.71,0.29,188500,241000,170900
76233,3490,0.4,971,40.4,37.6,4,4.2,18.5,16.7,4.5,14.3,4.7,1.9,5.2,1.7,0.75,0.25,30000,46000,40000
76234,15341,1,962,38.6,34.9,5.4,5.7,21.9,19.5,7,16.2,3.6,2.1,5.5,1.5,0.73,0.27,153550,246600,261700
76238,400,0,535,52.7,31.3,3.5,11.5,36.8,29.8,6.5,25.3,5.8,8,13,2.8,0.8,0.2,46000,19000,11000
76240,27123,1.1,837,40.8,35.2,5.5,7.1,25.9,23.4,7.1,18.8,3.9,3.1,7.8,2.2,0.65,0.35,169100,373750,495350
76244,74414,7.3,1647,32.1,45.1,8.4,2.3,7.7,6.5,2.2,5.4,1.7,1,1.5,0.2,0.79,0.21,230000,316900,368000
76245,1869,2.8,621,51.8,25,7,10.2,32.6,29.1,11.1,22.4,8.3,2,3,0.5,0.9,0.1,3000,4000,2000
76247,14009,0.3,1298,36.7,40.1,8.2,4.5,14.7,13.3,3.1,10.2,2,1.6,5.1,2.2,0.8,0.2,41650,71000,78000
76248,39131,5.7,1764,40.5,35.2,4.6,5.6,16.9,14.6,3.6,11.3,3,1.6,4.7,1.1,0.81,0.19,500850,599600,610700
76249,8516,0.3,1239,38,42.3,4.3,4.7,17,14.8,2.8,12.3,3.5,3.4,6,1.5,0.78,0.22,91000,121700,86000
76251,658,0,582,48.1,28,4.7,9.3,35.7,31.3,5.9,26.4,10.9,6.8,9.6,2.1,0.76,0.24,0,6000,7000
76252,2622,0,751,39.1,35.7,6.2,4.5,23.3,21.2,4.1,18.8,5.5,4.6,9.2,2.4,0.79,0.21,44000,54000,19600
76255,5369,0.1,616,44.8,31.3,6.5,6.5,30.7,27.8,6.5,24.2,5.3,5.5,12.4,2.4,0.7,0.3,97850,111000,34800
76258,6820,0,1059,42.8,34.3,3,4.3,19.2,17.4,5.7,14.9,2.3,2.8,6.8,1.8,0.82,0.18,33000,44000,71350
76259,4890,2.2,1171,39.1,40.5,6.7,7,16.5,14.1,4.8,9.6,1.9,1.5,2.9,0.9,0.76,0.24,8000,8000,21000
76262,34422,3.8,1701,38.1,39,6.1,6.3,16.3,13.5,4.2,10,2.4,1.5,3.4,1.3,0.77,0.23,330000,494350,440900
76265,1806,1.1,668,40.1,36.7,6.3,6.9,25.5,23.1,4.5,18.5,5,3.2,9,4.4,0.82,0.18,8900,5150,4000
76266,15439,0.2,1129,37.5,38.1,5.8,6.2,18.4,16.1,3.3,12.2,3.2,2.5,5.7,2.2,0.74,0.26,96000,156000,274950
76270,1797,0,543,51.7,20,1.5,6.5,34.7,32.9,10.9,28.2,11,2.6,6.3,1.4,0.72,0.28,6000,9000,7000
76271,1626,0.4,1000,36.4,41.5,6.9,4.2,20.4,19.4,9.3,16.2,2.3,1.7,4.6,1.5,0.76,0.24,27000,25750,22000
76272,4256,0.3,763,36,38.3,7.3,8.2,23,20.4,5.3,14.8,3,2.1,6.6,3.1,0.77,0.23,52000,61000,77250
76273,9245,0.2,722,42.2,36.1,4.8,8,27.2,23.9,5.4,19.3,6.3,2.8,7.6,2.7,0.7,0.3,31000,53000,63000
76301,15632,0.9,598,35.2,36.3,7,6.1,20.2,17.5,4.6,14.1,3.6,2.2,5.9,2,0.52,0.48,30400,64800,49000
76302,13725,1.1,832,32.3,40.5,8.2,4.8,19.9,17.9,3.5,15.1,3.4,3,8.2,2.2,0.58,0.42,150100,241750,240700
76305,4264,1.5,672,47.6,29.1,5.4,9.8,27.6,23,4.9,17.8,6.3,2.8,6.6,1.5,0.85,0.15,9000,16000,30000
76306,15099,1.5,653,35.6,39.7,7.8,5.3,20,17.6,4.4,14.7,3.4,2.9,6.9,2.6,0.59,0.41,94450,142850,259000
76308,19361,3.6,846,32.5,45.6,6.1,6.4,21.4,18.3,5,15.1,3.2,2.6,6.9,2.7,0.55,0.45,70000,146150,170950
76309,12939,0.7,759,36.3,37.5,6.1,5.8,21.5,19.1,3.9,15.7,3.2,2.5,8.6,2,0.61,0.39,65000,62000,72000
76310,17720,4.7,928,39.9,36.7,6,6.7,22.9,20.5,5,16.2,4.3,2.5,6.8,2.2,0.72,0.28,72950,66000,80000
76351,1853,0.2,534,37.9,33.3,6.9,6.3,25.3,20.6,3.2,19.1,5.4,2.8,10.4,3.7,0.68,0.32,12000,14000,37000
76354,12085,1.1,792,39.2,37,6.4,5.7,22.5,19.6,4.1,16.7,4.6,3.5,8,2.5,0.66,0.34,67000,73450,99250
76360,3561,0,526,50.5,33.3,5.7,8.2,28.7,25.3,6.6,20.4,4.2,5.1,9.7,3.2,0.76,0.24,34400,19550,24750
76364,143,0.7,600,50.3,26.6,2.1,11.2,34.3,26.6,7.7,23.1,9.8,2.8,5.6,1.4,0.76,0.24,8000,11000,14000
76365,4395,0.1,587,46.5,31.9,5.3,8.2,30.9,28.1,6.8,22.8,4.9,5.2,11.1,3.2,0.81,0.19,22100,20350,33100
76366,2102,1.5,696,46.9,33.1,3.9,10.2,27.1,22.1,5.8,16.8,1.2,1.7,9.8,4,0.77,0.23,7000,95000,113000
76367,14963,0.1,799,38.5,49,9.6,4.9,16.3,14,4.3,11.4,3.3,1.6,3.8,1.1,0.86,0.14,12700,15000,46000
76371,1557,0,484,33.5,33.4,7.6,6.1,22.9,21.1,3.1,16.8,3.5,3,10.1,4,0.77,0.23,10000,11000,8850
76372,1409,0,471,28.1,44.2,6.3,3.1,17.4,16,3.5,14.3,4.8,2.4,6,1.5,0.67,0.33,36500,31000,40000
76374,3917,0.1,559,42.7,32.2,5.6,6.8,30,26.4,6.4,23.3,5.5,3.1,11.4,4.4,0.68,0.32,39000,64000,69000
76380,3633,0,463,48.3,27,4.4,6.4,30.4,27.4,6.7,24,5.5,3.6,11.8,5.8,0.78,0.22,37000,55000,73000
76384,12385,1,631,37.2,38.4,6.8,5.6,22.2,19.9,3.5,16.6,5.5,3,7.6,2.7,0.65,0.35,82850,174400,274400
76389,1387,0,557,37,44.1,6,2.7,19.5,17.7,6.4,16.8,3.2,3.5,7.1,2.1,0.81,0.19,0,0,0
76401,29478,1,789,27.6,52.6,5.6,4.2,17.3,15.4,4.7,13,2.7,2.2,5.7,1.7,0.58,0.42,228600,481550,473050
76424,8794,0.4,590,38.4,37.1,6.1,6.2,25,22.1,6.1,18.8,4.1,2.8,8.6,2.5,0.78,0.22,78200,116350,95700
76426,12453,0.2,876,40.6,38.5,6.6,7.1,22.5,19.5,3.8,15.4,4.9,4.2,6.7,0.9,0.67,0.33,144000,198250,217500
76427,1021,0.5,652,30.5,53.5,8,2.4,14.3,12.8,4.1,11.9,4.3,1.4,3.4,1.1,0.66,0.34,18950,36000,38000
76430,2428,0.2,586,38.8,35,2.9,5.8,23.5,22,6.9,17.7,3.7,3.3,7.1,2.3,0.83,0.17,15000,5000,43150
76431,2931,0.1,724,46.2,30.5,6,14.7,29.1,23.9,5.3,14.4,4.7,1.8,4.4,1.5,0.86,0.14,13000,18100,26000
76433,1514,0.2,930,49.4,32.7,2.8,9.5,27.7,24.6,9.8,18.2,4.9,1.6,3.4,1.6,0.82,0.18,0,0,0
76437,5401,0.1,512,48.8,35.7,2.6,7.7,31.9,29.1,3.6,24.2,8.7,5.2,11.9,3.3,0.76,0.24,117850,141600,181400
76442,7496,0.3,530,45.1,31.5,4.2,8.8,33.8,28.6,8.4,25.1,5.9,3.1,10.8,4.2,0.79,0.21,52000,95000,115000
76443,2316,0,479,40.7,32.5,4.2,7,25.9,22.7,5.1,18.9,5,5.7,8.7,2.3,0.75,0.25,44000,24450,28250
76444,3472,0.3,546,46.7,31,5.6,8.4,31.7,29.8,6.6,23.2,5,5.2,11.6,2.9,0.8,0.2,40000,42000,23000
76446,8105,0.6,676,34,32.2,5.9,6.5,20.1,17.2,4.9,13.5,2.8,2.1,5.9,2.5,0.75,0.25,63900,128700,150000
76448,5224,0.6,398,41.9,35.9,6.5,8.1,29.3,26.1,5.8,21.2,5.2,4.8,10.2,2.5,0.77,0.23,101000,176000,170950
76449,2427,0.4,690,50.8,30.2,5.6,8.9,33.5,31.4,11.8,24.6,4.7,3.7,8.2,2.9,0.78,0.22,49000,53000,45300
76450,12885,0.6,634,44.4,32.3,5.9,7.4,27.4,23.9,7.1,20.1,3,3.9,9.9,2.6,0.83,0.17,149550,214000,215800
76453,1357,0,640,59.5,16.9,1.7,11.5,48.8,42.7,13.4,37.3,7.5,9.5,16.4,4.6,0.92,0.08,20000,27350,13000
76454,1560,0,358,48.9,27,3.3,7.6,34,29.1,9.7,26.5,5.1,5.1,11.7,2.6,0.78,0.22,14000,8000,5000
76455,1249,0,503,36.1,34.8,4.5,4.8,21.9,20.2,5.5,17.1,4.6,4.6,7,1.2,0.7,0.3,0,0,0
76457,4102,0.2,666,41.7,37,5.4,5.6,27.8,25.7,7.3,22.3,5.9,3.8,9,1.9,0.71,0.29,46000,83000,50350
76458,5913,0.1,653,40.9,41.1,4.6,5.4,21.3,18.7,5.3,15.9,3.5,1.9,7.1,1.9,0.84,0.16,66000,100500,88600
76462,3102,0,738,48.5,30.4,4.8,9.1,29.2,24.7,5.6,20.1,6.7,4.9,7.8,1.5,0.92,0.08,0,0,0
76463,380,0,454,51.1,26.8,2.6,6.1,31.1,27.9,7.1,25,6.3,8.2,11.6,3.4,0.86,0.14,0,0,0
76464,587,1.2,469,53.7,21.6,3.1,6.1,32.4,29,4.6,26.2,6.1,3.6,15.5,7.3,0.72,0.28,0,0,0
76470,3820,0.2,443,38.2,35.3,7,9.1,26.4,23.5,5.9,17.4,6,2.5,5.5,2,0.68,0.32,20100,28000,39200
76471,2275,0.6,361,43.8,32.2,4.4,5.7,28.8,26.3,8.7,23.1,5.2,3,9.2,2.5,0.79,0.21,10000,5000,10000
76472,1507,0,641,48.8,26,5.6,11.6,34.6,28.4,7,23,4.4,4.3,11.6,6.5,0.83,0.17,41250,72350,73000
76475,909,0,553,47.9,30.4,3.1,10.2,29.8,24,4.8,19.6,3.4,6.4,11.3,3.2,0.78,0.22,3000,3000,3000
76476,2718,0.3,736,41.5,36.8,7.9,6.8,24.8,21.9,7,18,5.3,2.4,5.7,2.6,0.8,0.2,31000,40000,48000
76483,972,0.5,440,51.6,27.8,5.5,9,36.9,34,6.1,28,8.2,4.5,13.7,6,0.7,0.3,23000,25500,16000
76484,926,0,440,45.9,29.4,5.9,8.1,38.3,36.7,8,30.2,6.2,9.2,16.1,4.3,0.74,0.26,0,0,0
76486,1040,0.3,512,53.4,23.6,8.3,6,33.8,30.9,4.7,27.8,11.6,4.3,11.4,0.5,0.85,0.15,10000,18550,22650
76487,2704,0,885,39.1,36.6,7.9,3.4,19.1,17.7,7.5,15.6,3.1,2.4,5,1.2,0.84,0.16,27600,23600,16000
76501,17571,0.2,701,38.6,36,4.9,6,21.6,20,5.5,15.5,3.7,2.1,6.4,1.7,0.61,0.39,177200,256150,225750
76502,38571,2.5,1071,34.3,39.7,8.3,3.9,19,17.3,5.3,15.1,3.2,2.2,6.7,1.6,0.67,0.33,432000,784750,776650
76504,23368,1.6,780,34.4,41.1,7.2,5.6,20.6,18.9,4,15,3.5,2.9,7.5,1.6,0.39,0.61,298800,436050,528100
76511,2869,0,565,36.5,49,6.2,4.6,18,16.1,5.1,13.3,2.2,1.4,6,1.7,0.75,0.25,18000,33000,32800
76513,38124,1.6,907,33.7,41.1,5.7,4.9,19.8,17.3,4.3,14.8,3.8,3.3,6.7,2.1,0.68,0.32,513200,792650,837700
76518,1408,0.8,441,32.8,34.7,6.7,4.2,21.9,21.1,5.6,17.7,5.2,4.6,6.9,0.6,0.8,0.2,2000,8000,0
76520,8124,0.1,575,44.2,32.8,6.3,7.1,31.2,29.2,6,24,6.7,5.1,11.3,2.5,0.68,0.32,76000,156900,140700
76522,36581,2.2,914,32.4,45.9,8.8,4,14.8,13,3.7,10.8,2.4,2.3,4.6,1.1,0.58,0.42,355100,594650,679350
76525,1051,0.1,516,47.8,28.5,3.5,7,29.5,26.8,8.5,22.5,5,4.6,8.9,2.1,0.76,0.24,1000,0,0
76527,3886,0,779,38.3,38.4,8,7.8,23.7,20.5,4.7,15.9,7.1,2.9,4.1,0.8,0.69,0.31,48000,88000,106550
76528,16708,0.4,716,38.8,39.7,7.4,5.3,20.3,18.1,5.2,14.9,3.8,2.4,5.9,1.4,0.71,0.29,221450,512750,383350
76530,2190,0,728,43.8,33.6,4.7,8.9,27,24.2,4.4,18.1,3.7,4.4,9.9,2.7,0.75,0.25,62000,116150,185000
76531,4632,0.2,554,53.5,26.6,4.2,9.5,40.5,37.4,7.3,31,6.8,7.1,16.9,2.7,0.82,0.18,69000,76450,63400
76534,2927,0,774,35,36.3,6.9,5.1,22.9,20.9,7.2,17.9,5.4,3.7,5.3,0.8,0.74,0.26,17000,33600,26000
76537,4921,0.5,1085,32.1,42.8,10.1,4.1,13.9,12.2,4.8,9.8,1.6,2.1,3.4,1,0.76,0.24,310000,311100,157850
76538,734,0,622,35,43.1,13.5,8.7,23.4,18.4,4,14.7,1.8,4.2,9,4.2,0.77,0.23,0,0,0
76539,8530,1.2,940,43,35,4.3,6.7,22.7,19.8,6.8,16,4.7,2.2,4.5,1.6,0.87,0.13,14000,42000,40000
76541,18447,2.7,661,29.3,48.8,7.4,4.1,13.9,12,4.4,9.8,1.9,1.9,3.5,0.7,0.28,0.72,183250,340600,320800
76542,50324,4.2,1123,29.6,49.9,9.8,4,9.3,7.9,1.7,5.3,1.5,0.9,2.1,0.7,0.56,0.44,510050,866450,936100
76543,29256,3,822,28.9,48.2,10.1,3.5,11.8,10,3.7,8.3,1.5,1.1,3.1,1.1,0.38,0.62,200150,303350,292950
76548,29595,4.5,1097,34,45.4,7.4,5.1,13.3,11.5,3.4,8.3,1.9,1.5,3,0.8,0.65,0.35,281050,447200,538900
76549,48970,4.9,1070,27,51.9,9.1,2.4,6.9,5.9,1.5,4.5,1.7,0.6,1.3,0.4,0.51,0.49,353950,568600,556700
76550,12517,1.6,717,41.5,35.9,6,8.2,27.1,24.4,6,18.9,5.3,3.5,7.6,2.1,0.7,0.3,172350,184700,281250
76554,2285,1.1,824,33.5,42.5,8.8,3.3,15.6,13.4,3.9,12.3,1.8,1.4,6.7,2.1,0.72,0.28,28850,49000,50500
76556,1281,0,494,48.8,28.6,4.4,8.2,34.1,30.6,7.5,25.9,7.3,6.4,11.2,3.8,0.8,0.2,5000,11000,8650
76557,4783,1.3,582,45.4,35.5,3.8,6.5,23.4,19.9,6.1,16.9,4,1.8,6.8,2.5,0.84,0.16,11000,12000,22000
76559,5534,1.6,948,27.8,48,10.2,4.1,8.8,7,2.3,4.7,1,0.8,1.4,0.5,0.57,0.43,30000,66000,119950
76567,9098,0.7,623,38.9,35.9,7,8,23.7,21.2,5.6,15.8,3.6,3.2,6.5,1.1,0.6,0.4,68000,82150,89800
76569,2250,0,697,40.6,34.9,5.5,8.5,23.8,20.4,5.7,15.3,4.8,1.1,4.8,2.7,0.79,0.21,27000,32000,54200
76570,2909,0,496,43.1,30.6,8.8,10.3,30.6,27.1,7.4,20.3,3.2,3.7,9.7,2.4,0.75,0.25,16700,14200,16250
76571,7200,0.9,1061,44.3,30.3,4,8,26.8,23.6,7.6,18.8,4.1,2.9,7.1,2.8,0.86,0.14,62000,62000,56000
76574,18939,0.6,879,37.6,40,6.8,7,19.4,16.2,4.9,12.5,3.3,2.2,4.3,1,0.65,0.35,292700,490950,633950
76577,3311,0,616,43.1,35.2,6.1,6.3,23.9,21.1,7,17.6,3.6,3.4,7,3,0.76,0.24,41000,47000,64000
76578,1422,0,741,44.3,34.5,1.5,6.9,21.8,18.9,5.8,14.9,3.5,2.9,5.6,1.5,0.85,0.15,22000,23000,32000
76579,4672,0,814,36.3,35.2,8.2,5.6,22,20.4,6.1,16.4,4.9,2,5.5,2,0.75,0.25,15000,40000,63000
76621,907,0,788,44.6,32.6,4.1,8.9,26.5,22.5,3.4,17.5,3.1,4.5,11,3.3,0.88,0.12,16000,13000,13000
76626,1312,0,824,30.3,40.6,4.6,6.4,18,15.1,2.4,11.6,2.8,2.1,6.4,1.8,0.71,0.29,0,0,0
76627,1612,0,649,35.1,36.3,11.5,7.1,24.8,20.6,8.1,17.6,4.9,2.7,4.7,0.8,0.89,0.11,22000,25300,15000
76629,1686,0.6,493,46.6,35,1.5,8.7,30.7,27.8,6.3,22.1,5,4.2,10.7,3.4,0.66,0.34,51000,51000,21350
76633,5346,0,1173,40.6,33.4,4.2,5,21.6,19.5,4.5,16.6,5.5,2.7,6.6,2.5,0.85,0.15,26000,37750,64000
76634,7068,0.4,627,52.2,27.3,4.7,7.1,35.6,31.6,9.7,28.5,5.3,5.7,13.4,4.3,0.76,0.24,149500,281850,275000
76635,1219,0,615,37.6,44.1,4.2,6.3,20.8,18.5,5.3,14.4,2.2,3.3,6.9,1.6,0.74,0.26,17950,38850,60250
76636,1330,0.5,605,48.4,31,5.1,8.2,29.3,24.8,5,21.1,4.3,7.1,11.9,3.6,0.82,0.18,8000,4000,12000
76637,629,0,617,40.9,34.7,2.7,7.2,31.2,28.9,12.1,24,2.7,3.3,9.2,4.9,0.81,0.19,5000,5600,11000
76638,3081,0,950,44.6,32.5,6.6,8.9,28.1,23.4,6.1,19.2,4.7,2.5,8.4,2.8,0.82,0.18,7000,4000,16000
76639,1341,0,514,48.2,32,3.2,8,26.5,23.8,6.1,18.6,4.7,2.2,7.8,2.1,0.66,0.34,13000,13000,14850
76640,2816,0.9,738,44,35.4,4.3,10.8,30,21,3.3,19.3,7.3,3.6,8.7,3.1,0.68,0.32,6000,13000,17000
76642,7025,1.3,663,37.8,37.5,6.7,8,25.7,21.6,5.5,17.7,3.6,4.1,8.6,2.3,0.76,0.24,65300,94450,81150
76643,14253,2.4,1071,38.2,38.5,7.1,5.4,19.7,17.2,5.7,14.3,3.5,2.2,5,1.7,0.73,0.27,119650,265900,279700
76645,10477,0.6,684,36.4,38.6,5.2,6.6,22.9,20.6,5.5,16.3,3.5,3.3,7.3,1.9,0.62,0.38,212500,323450,328700
76648,2762,0,639,44.2,31.6,4.7,6.6,28.6,25,6.5,22,4.6,3.1,10.9,4.5,0.74,0.26,43000,57500,37000
76649,701,0,540,48.9,31.2,4.6,10.8,35.4,31.1,6.8,24.5,4.9,6,12.8,3.1,0.9,0.1,1000,15000,13000
76651,3232,0,747,39.4,35.8,5.7,6.1,20.5,17.8,5.2,14.4,3.5,2.1,5.6,1.3,0.69,0.31,87000,121450,124000
76653,902,0.3,581,47.8,28.4,3.4,5.3,31,28.7,6.5,25.7,7.8,7.2,11.4,2.5,0.81,0.19,53000,37000,34000
76655,8530,0.1,1083,42.2,35.6,4.5,5.6,22.9,20.2,6.5,17.3,4,2.4,6.7,2.2,0.81,0.19,44000,82000,54000
76656,2440,0.2,525,34.8,34.4,5.7,5,19.8,17.3,5.9,14.8,5.2,2.2,3.7,1,0.76,0.24,24000,38350,26550
76657,9663,1.8,1055,39,35.4,5.7,9.4,24.4,19.4,5.9,15,3.1,2.3,6.1,2.1,0.7,0.3,155000,217200,173400
76661,8108,0.3,490,38.8,43.1,7.1,6,22,20.4,4.1,16,2.9,3.1,9,3.2,0.63,0.37,108800,149850,150750
76664,3494,0,733,35.5,40.7,5.8,6.4,22.6,19.5,3.6,16.2,2.5,3,10,4.3,0.74,0.26,18000,25650,25250
76665,2399,1.3,671,46.4,27.6,3.8,6.5,30.9,28.1,6.8,24.3,9,5,8.5,1.8,0.68,0.32,36000,54750,79900
76667,11261,0.5,668,37.9,38.9,5.6,5.8,21.5,18.6,5.4,15.7,3.7,1.9,6.6,2.4,0.73,0.27,75500,157800,161150
76670,1524,0,791,33.7,38.8,7.1,5.1,18.4,16.3,5.2,13.3,1.8,2.6,6.2,1.8,0.76,0.24,2950,3000,1450
76671,1792,0,588,48.2,28.5,4,6.6,30,27.2,7.4,23.4,7,4,9,3.2,0.75,0.25,36000,71650,14100
76673,1620,0,617,27.3,31.7,5.7,2.3,12.8,12.1,4,10.6,2.8,1.5,3.8,0.9,0.75,0.25,249000,257000,135000
76678,362,0,529,34.3,32.9,9.4,3,26.5,23.5,2.8,23.5,5.8,6.9,14.9,5,0.54,0.46,29000,34000,38000
76679,1380,0,612,37.8,34,10.6,5.5,26.4,24.9,7.6,20.9,4.6,2,8.8,3.1,0.82,0.18,0,21000,20000
76681,676,3.6,548,44.5,24.6,9.8,14.6,27.5,23.8,3.1,12.9,6.2,1,3.6,0.7,0.7,0.3,3000,4000,6850
76682,2702,0,682,40.8,36.9,5.7,6.5,23.8,20.2,7.7,17.2,4.6,3.1,4.9,0.9,0.75,0.25,32000,43000,63000
76687,1934,0.2,532,47.1,30.2,5.4,7.5,32.8,29.7,12,25.3,6.9,2.6,6.4,1.3,0.73,0.27,1000,1000,3000
76689,3715,0,704,38.5,35.6,5.1,6.1,24.7,21.9,6.1,18.7,5.4,3.7,7.2,1.9,0.82,0.18,2000,15000,20000
76690,984,0,539,34.1,40.5,9.7,4.3,18.3,17.3,3.9,14,4.7,3.6,5.5,1.4,0.7,0.3,28000,57000,71000
76691,6524,0.1,698,41.8,34.3,5.1,5,24.1,22.5,5.8,19.1,2.9,2.9,10.3,3.6,0.73,0.27,60000,140700,141000
76692,10577,0.2,665,47.2,32.1,4.5,6.9,31.5,28.6,6.9,24.7,7.7,4.9,10,3.1,0.78,0.22,85250,130200,136300
76693,1604,0,636,32.3,40.1,5.6,3.2,19.5,17.4,4.5,16.2,6.4,1.2,5.4,1.8,0.56,0.44,4000,9000,10000
76701,1906,1.2,1016,27.7,71.9,12.7,4.2,11,9.3,4.1,6.8,1.2,0,1.4,0.8,0.17,0.83,28000,97150,83350
76704,7825,0,611,32.8,39.6,3.3,6.5,21.4,18.6,5.2,14.9,2.4,3,7.3,1.9,0.36,0.64,34000,37550,29350
76705,30546,0.8,730,31.8,43.7,7.5,5.9,16.9,14.5,4,11,3,2.2,4,0.8,0.56,0.44,487000,900950,1166150
76706,36680,3,814,22.8,59.3,5,3.9,11.6,10.2,2.3,7.7,2.3,1.6,3.1,0.6,0.4,0.6,316850,715900,687750
76707,16256,0.5,723,28.8,43.1,7.4,3.4,12.8,11.3,3.7,9.4,1.8,1.3,4,0.8,0.45,0.55,44000,72550,66400
76708,27160,2.1,858,33.7,40.5,6.3,5.1,17.9,15.6,3.6,12.9,2.6,2.4,6.7,2.1,0.6,0.4,138750,263700,414200
76710,24415,1.1,805,35.9,39,7.5,6.4,24.8,21.6,6,18.4,3.5,3.3,8.9,2.4,0.49,0.51,404850,600800,638000
76711,9671,1.1,761,31.9,45,7.6,5.3,16.6,14.7,3.7,11.3,2.5,2.4,5.1,1,0.53,0.47,140050,185950,186600
76712,25350,2.8,1091,39.5,37.2,6.5,5,24.7,22.7,5.6,19.7,4.2,3.2,9.9,3.1,0.68,0.32,323550,409450,463800
76801,24918,0.9,643,39,37.4,6.6,5.6,23.3,20.3,4.3,17.7,5.3,3.9,8.1,2.5,0.68,0.32,489650,694200,796550
76802,5010,0.3,655,39.1,40.1,7.3,5.6,24.9,21.9,5.4,19.3,5.3,2.5,8.6,2.8,0.75,0.25,120000,185050,189000
76821,4595,0.2,563,44.5,33.1,5.2,8.3,30.5,26.7,5.3,22.2,6.2,5,10.6,2.1,0.75,0.25,87000,139250,76000
76823,3348,0,583,41.9,33.5,5.6,6,26.6,22.8,7.3,20.6,5,3.9,8.3,2.7,0.79,0.21,55000,53300,41000
76825,6891,0,592,41.1,34.8,4.2,7.8,27,23,4.4,19.2,6.3,2.3,8.5,3.5,0.74,0.26,69300,170800,183000
76834,5349,1.2,645,43.7,30.7,5.1,9,29.4,25.7,7,20.4,5.1,3.6,8.3,3.2,0.71,0.29,132100,210750,238000
76837,2901,1.3,584,38.9,50.2,7.5,5.1,17.3,16.7,4.1,12.2,2.7,3,5.4,1.4,0.64,0.36,24000,35000,31000
76844,3719,0.1,486,46.5,28.2,2.8,7.9,34.1,31.1,8.8,26.2,5.2,3.1,12.2,5.6,0.83,0.17,15000,40000,72000
76849,3884,0,626,50.2,28.6,3.5,10,36.8,31.9,9.6,26.8,5.9,4.7,11.2,2.3,0.72,0.28,127800,274250,312300
76853,1575,0.6,660,41.4,29.6,2.2,4.6,26.6,24.6,7.5,22,5.9,4.7,8.6,1.1,0.77,0.23,17000,10000,11000
76856,3684,2.6,655,48.2,30.7,4.9,6.2,29.9,27.8,9.8,23.8,6.3,4.2,7.7,2.3,0.72,0.28,26000,23000,20000
76859,1967,0,534,46.3,29.4,6.2,5.7,31.9,30.5,7,26.2,9.6,4.7,9.7,2.3,0.64,0.36,37000,44000,36000
76861,1992,0,642,36.9,42.2,7.2,4.7,20.6,17.8,5.4,15.9,5.3,1.7,5.2,1.2,0.76,0.24,6000,17100,9450
76866,696,0,553,50.5,25.7,2.3,5,38.4,34.9,13.4,33.3,4.3,4.3,15.7,3.2,0.89,0.11,0,3000,11000
76871,723,0,494,55.2,20.5,3.2,10,43.7,38.3,10.1,33.7,6.2,6.9,17.4,6.5,0.69,0.31,0,0,0
76875,551,0,630,48.9,27.2,6,7.6,22.5,16.5,1.8,14.9,1.6,2.2,11.4,2.4,0.83,0.17,20900,8000,12000
76877,4187,0,632,38.1,42.7,6.5,5.1,23.9,22.1,4.3,18.7,6.3,3.7,8.1,3.3,0.66,0.34,55000,80000,80700
76878,1920,0.3,582,44.6,32.3,4.8,6,23.5,19.9,7.2,17.4,3.5,3.2,6.7,2.5,0.61,0.39,22000,33000,37150
76901,29879,1.3,853,35.7,40.1,8.4,4.9,19.6,17.7,5.3,14.6,3.1,2.7,6.2,1.4,0.67,0.33,306300,451350,503800
76903,32103,0.5,642,36.7,39.2,7.2,6.1,22.1,19.6,3.9,16,3.4,3.1,8.7,2.9,0.59,0.41,418800,656900,766550
76904,34828,1.3,976,33.1,44.7,8.2,6,21.9,19.5,5.5,15.9,4.1,2.7,6.3,2,0.59,0.41,266000,443500,687000
76905,13129,2,864,31,41.7,7,4.4,14,12,3.4,9.6,1.9,1.6,4.3,1.8,0.68,0.32,24000,49650,87800
76932,3744,0,619,32.3,42.1,7.8,5.2,15.5,14.4,4,10.3,1.7,1.9,4.6,0.6,0.69,0.31,177000,309150,371000
76933,1344,0.4,549,45.9,28.6,2.2,5.6,31,27.9,5.8,25.4,7.1,5.1,12.4,4.9,0.72,0.28,15600,31350,31000
76935,1736,2.3,729,50,28.3,6.7,10.5,31.2,28.5,8.4,20.7,6.1,4.4,6.3,1.2,0.95,0.05,6000,11000,16000
76936,3122,0.1,504,35.2,38.9,7.3,6.7,22.8,21.6,5.5,16.1,4.2,3.7,6.4,1.8,0.77,0.23,23000,36000,63000
76941,1430,0,640,43.8,29,2.4,7.8,24.7,21.3,5,16.9,4,3.8,8,2.4,0.82,0.18,63250,121450,95000
76943,3693,0,483,35.8,37.7,6.6,9.7,24.5,20.8,3.3,14.8,5.1,3.5,6.3,1.7,0.73,0.27,42000,69700,127000
76945,1647,0,524,50.4,29,2.4,7.7,33.8,30,7.3,26,9,3.6,9.7,3.8,0.7,0.3,29000,22000,46000
