Zip Code,Median age,Percent - 10 to 14 years,Percent - 15 to 17 years,Percent - 15 to 19 years,Percent - 15 to 44 years,Percent - 16 years and over,Percent - 18 to 24 years,Percent - 18 years and over,Percent - 20 to 24 years,Percent - 21 years and over,Percent - 25 to 29 years,Percent - 30 to 34 years,Percent - 35 to 39 years,Percent - 40 to 44 years,Percent - 45 to 49 years,Percent - 5 to 14 years,Percent - 5 to 9 years,Percent - 50 to 54 years,Percent - 55 to 59 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Percent - 85 years and over,Percent - Under 18 years,Percent - Under 5 years,Total population
86331,57.3,2.3,1.2,2.9,21.7,95.2,4,94.8,2.3,93.1,3.8,7.1,4,1.5,7.3,3.3,1,6.5,26.3,16.5,34.2,29.9,9.8,17.7,0,4.6,7.9,2.7,0.6,5.2,0.8,521
86332,59.6,2.6,2.9,3.5,20.3,89.4,3.4,87.9,2.8,86.6,3.1,4.2,2.6,4,4.2,5.3,2.7,8.6,8.4,7.6,49.3,45.9,13.8,41.7,9.9,9.6,18,4.7,3.7,12.1,3.9,1683
86333,46.8,2.9,3.9,14.5,35.8,87.5,18.4,84.8,7.7,72.7,6,1.8,2.8,3,7.1,6.4,3.6,6.2,7.8,8,31.8,28.3,6.2,23.8,6.4,3.6,11.2,3.9,3.8,15.2,4.9,6759
86334,39.5,8,3.1,4.4,37,76,3.8,75.8,2.4,73.1,1.2,10.8,12,6.3,3.8,13.9,5.9,8.1,5.5,10.4,24.3,18.2,6.4,13.9,1.5,4,6,0,2,24.2,7.3,4847
86335,54.8,2.5,2.2,3.7,31.2,90.3,7.9,88.7,6.4,85.5,4.7,7.1,2.5,6.8,4.4,4.8,2.3,5.6,12.6,13.9,37.1,31.1,8.4,23.2,9.5,4.1,5.3,0.4,0.8,11.3,4.4,5143
86336,59.4,2,2.3,3.9,22,92.8,3,91.4,1.5,89.6,3.2,3.4,3,7,4.7,4.6,2.6,5.6,12.4,13.1,48.9,43.4,12.2,35.8,10.5,5.3,13.1,3.8,4,8.6,1.7,11694
86337,53.8,3.7,3.5,5.5,24.8,86.3,4.4,83.4,2.5,79.9,0.6,4.8,6.8,4.6,6.9,8.1,4.4,5.8,9.5,12.3,39.9,34.2,7.7,27.6,9.3,6.9,10.5,2.6,1,16.6,5,1215
86351,63.9,2.3,1.6,2.1,20.2,94.1,2.8,92.6,2.3,91.8,4.4,1.6,5.2,4.6,5.1,4.7,2.4,2.4,6.9,15.1,59.7,55.2,17.6,44.5,11.8,4.6,15.1,3.8,6.7,7.4,1.1,6734
86401,46.3,6.7,3.3,4.9,32.9,82.6,7.2,80.3,5.7,77.5,6.4,5.1,6.3,4.5,5.2,10.3,3.6,6.6,7.7,7.2,31.3,28.6,8,24,5.9,5,10.2,2.8,2.3,19.7,6.1,24893
86403,46.9,4.4,2.9,5,34.4,85.6,7.7,83.4,5.7,80.1,5.6,6.9,5.7,5.4,5.3,10.6,6.2,7.5,7.2,8.1,32,28.8,6,23.8,6.7,5.9,11.1,3.2,2,16.6,3,17185
86404,56.5,4.7,2.8,4.1,23.5,86.8,3.8,84.9,2.5,83.1,3.6,4.2,3.3,5.8,3.9,9.7,5,7.1,8.8,9.6,44.4,40.4,12.7,34.8,9.5,5.1,12.7,5,2.6,15.1,2.6,17042
86406,55.6,3.3,3.9,5.5,25.1,87.6,5.4,84.8,3.8,82.8,4,4.9,2.3,4.6,5.9,8.1,4.8,7.1,6.2,9,44.4,40.8,11.3,35.4,8.1,7.1,16.1,4.8,4.3,15.2,3.2,23095
86409,46.3,5.6,3.7,5.9,32,82.5,8.7,79.8,6.5,76.2,5.7,4,5.3,4.5,6,10.4,4.8,5.8,8.3,7.3,31.5,28.6,7.4,24.3,5.7,5.5,11.2,2.9,2.7,20.2,6.1,27752
86411,61.9,2.1,7.4,7.4,20.2,93.6,4.8,88.3,4.8,88.3,0,0,3.2,4.8,0,4.3,2.1,4.3,9.6,28.7,61.7,48.4,17,33,1.6,4.8,14.4,9.6,0,11.7,0,188
86413,52.6,3.4,3.5,5.6,30.7,92,5.8,89.4,3.8,86.7,6.2,3.4,5.4,6.3,7.5,5.6,2.2,8.5,8.9,8.7,37.5,34.8,9.5,28.8,9.3,4.7,9.9,3.1,2.2,10.6,1.4,13010
86426,50,6.1,2.3,4.4,28.9,84.9,4.5,83.1,2.4,80.6,6.8,5.1,5.2,5,6.5,10.9,4.8,6.2,8.3,6.9,35.5,32.9,11,28.6,6.5,5.3,11.1,3.2,2.6,16.9,3.7,14084
86429,58.3,3.7,3.2,4.9,23.1,87.3,4.9,85,3.2,82.5,4.3,4.3,3.5,3,5.3,6.8,3.1,6.1,6.8,10.9,46.8,42.8,10.5,35.9,10.8,7.4,14.6,3.1,4,15,5.1,7708
86432,54.5,9.6,3.9,3.9,24.9,82.7,7.5,81.5,7.5,79.8,0,4.2,6.3,3,4.4,11.6,2,7.5,12,5.2,36.6,32.5,11.1,31.4,11.2,7.7,9.1,1.4,0,18.5,3,3700
86434,31.4,11.6,4.9,6.6,41.9,71,8,67.2,6.3,64.2,5.2,13,6.9,3.9,2.2,19.5,7.9,5.2,6.8,5.7,16.1,13.1,3.2,10.4,2,2,5.2,1,2.2,32.8,8.4,1572
86438,61.4,5.8,0,5.7,12.5,91.1,7,91.1,1.3,85.4,2.5,0,3,0,4.6,7.9,2.1,12.7,6.4,14.1,55,44.4,15.7,40.9,12.9,10.5,12.4,1.9,0,8.9,1,1002
86440,54.6,3.7,2.9,4.8,26.7,86.6,8.3,84.3,6.4,81.6,3.4,4.2,4.7,3.1,5.2,7.5,3.7,5.9,11.4,9,38,35.6,8.8,29.1,7.9,4.3,12.4,4.4,3.7,15.7,5.4,7208
86441,56.7,6.6,0,0.7,19.5,82.8,3.3,82.8,2.6,81.2,4.6,0.8,2.3,8.4,6.4,14.5,7.9,2.5,9.7,5.3,44.7,44.1,18.6,39.4,6.9,3.1,14,7.3,3.6,17.2,2.8,2650
86442,50.1,5,3,4.5,29.4,83.8,7.3,81.7,5.8,78.7,5.7,4.9,3.5,4.9,5.1,9.9,4.9,6.5,8.4,7.4,35.2,32.4,8.5,27.8,8.1,6.3,11.2,3.2,1.7,18.3,5.4,33290
86502,30.4,13.8,3.9,5.9,29.1,70.2,7.2,68.4,5.3,65.8,10.6,3.1,1.9,2.4,4.6,19.8,6,9.5,9.9,4.3,19.2,17.9,2.9,14.9,3,2.3,9.1,4.7,2.2,31.6,7.9,1332
86503,25.9,10.5,6.9,10.8,41.1,67.8,11.5,63.2,7.7,57.5,7.2,5.1,4.8,5.6,5.2,21,10.5,5.4,5.9,3.8,12.4,10.7,3.1,8.6,2.2,1.4,3.3,0.7,1.1,36.8,8.9,11553
86504,34.2,8.6,5.3,7.8,43.3,76.2,10.4,72.4,8,68.6,6.5,6.9,9,5.2,5.9,14.9,6.3,5.7,5.6,5.1,17.2,14.9,5.7,12.2,2.9,1.4,3.5,1,1.1,27.6,7.4,7001
86505,33.8,8.4,5,7.9,38.6,74.8,10.6,71.4,7.7,67,6.9,5.3,5.5,5.3,5.8,16.4,8.1,7.3,6.1,4.7,18.6,16.5,3.8,13.9,3.6,2.8,6.5,1.6,2,28.6,7.2,7880
86506,39,6.8,5.7,8.9,40.5,77.7,12.4,74.6,9.3,69.7,6.5,4.2,1.9,9.8,6,14.2,7.4,8.4,6.4,7.2,19,15.4,4,11.8,4.5,1.7,3.4,0.9,0.8,25.4,5.5,1208
86507,28.6,8.1,4.4,9.5,43.4,71.8,14.7,69.4,9.6,62.2,6.4,8.2,5.4,4.2,4.4,17.3,9.2,7.1,5.5,4.4,13.5,12,3.1,9.1,2.6,1.7,3.5,0.5,1.3,30.6,8.8,2481
86508,39.4,5.1,4.9,7.8,41.7,83.5,17.5,80.5,14.6,75.4,5.8,5,3.3,5.2,6.4,11.1,6,8.8,8.2,5.7,20.3,16.9,3.8,14.6,3.4,3.6,7.4,1.8,1.9,19.5,3.5,822
86510,28.4,8.6,7.2,10.5,38.1,69.5,10,64.3,6.7,59.2,6.1,4.9,4.5,5.3,5,19.7,11.1,5.7,6.6,4.2,16.1,14.3,3.7,11.9,2.5,2.4,5.7,2.3,1.1,35.7,8.8,4741
86511,38,7.3,5.7,8.3,41.3,82.3,10.4,78.9,7.8,75.3,5.4,7.7,7.6,4.6,5.9,12.9,5.6,10.1,6.6,9,20.7,16,4,11.7,2.5,2.3,5.2,1.4,1.5,21.1,2.5,3640
86512,29.5,7.7,4,6.9,39.3,70.9,10.5,68.5,7.6,63.7,9.6,5.6,5.1,4.5,6.7,17.9,10.3,6,4.3,4.9,16.3,14.7,3,11.4,3.9,2.1,4.5,1.1,1.3,31.5,9.5,2634
86514,37.6,7.8,8.5,12.4,40.6,79.1,12.4,73.8,8.5,68,4.1,4.3,5.1,6,5.4,13.7,5.9,6.8,8,4.5,21.6,19.9,5.3,17.1,3.8,3.4,8,3.1,1.6,26.2,3.9,2734
86515,33.8,7.8,3.8,6.9,38.9,73.2,8.8,71.2,5.7,66.4,7.8,6.4,5.6,6.5,6.3,17.9,10.2,6.5,4.6,6.9,18.7,16.5,3.9,11.8,3.4,2,4.5,0.9,1.6,28.8,7.1,4933
86520,30.5,8.1,6.8,10.1,38.4,72.4,11.7,67.9,8.3,62.3,5.5,4.3,3.7,6.4,6.4,17.4,9.3,8.5,6.5,3.9,14.9,13.7,2.8,11.1,2.9,2.6,5.3,1.6,1.2,32.1,7.9,1882
86535,31,9,4.8,7.2,41,74.9,12.3,71.1,9.9,66.7,7.6,4.4,7.5,4.4,7.2,16,7.1,9.7,5.4,2.7,12.6,10.6,3.4,9.9,1.1,1.6,5.4,1.9,1.9,28.9,8,1260
86538,28.9,11.1,5.6,7.7,40.3,70.9,9.8,67.4,7.6,63.8,8.6,6.9,5.2,4.2,6.1,20.5,9.4,8,5.5,3.6,13.1,11.8,3.1,9.6,2.5,2.4,3.9,1,0.5,32.6,6.4,2080
86540,30.7,8.5,4.7,8.6,34.4,70.8,8.9,67.5,5,63,7.3,5.6,6,1.9,4.4,17.7,9.1,7.7,3.3,5.6,22.5,20.2,6,16.9,2.9,2.4,8,3,2.6,32.5,10.2,1042
86544,32,8.7,4.7,8,42.2,76.4,12.3,73.3,9,67.6,9.3,4.2,4.9,6.8,7.2,15.8,7.1,4.2,6.2,6,18.3,16.4,3.1,12.3,2.7,2.6,6.6,1.1,2.9,26.7,6.2,1129
86545,29,8.8,5.2,7.6,37.2,73,10.8,68.2,8.4,64.1,7.9,4.5,3.9,4.8,5.5,17.5,8.7,6.6,6.1,4.5,18,15.6,3.8,13.5,2.7,2.6,7,3.1,1.3,31.8,9.1,1436
86547,35.2,8.9,6.7,9.7,37.3,73.4,10.5,69.9,7.4,65.2,6.6,2.4,6.3,4.9,9.4,14,5.1,5.7,3.9,6.2,20.3,17.6,6,14,3,2.3,5,0.9,1.8,30.1,9.5,1185
86556,23.5,7.2,3.5,15.4,46.6,74.9,25,72.6,13.1,55.5,7.2,1.9,5.2,3.8,6.3,15.3,8.2,7.5,5.3,2.9,10.4,8.8,3.3,7.5,1.9,0.3,2.3,1.7,0.3,27.4,8.5,1956
87305,39,6.4,3.8,7.9,42.6,81.8,9.2,78.6,5.1,73.8,9.8,6.2,9.1,4.6,5.3,12.7,6.3,8.4,9.5,8.4,16.6,11.8,1.9,8.2,3,1,3.2,1.6,0.6,21.4,4.8,3553
87327,32.1,7.8,3.9,7,43.2,76,10.9,73.1,7.8,67.4,9,6.5,5.9,6.9,8.6,16.3,8.5,6.8,4.7,4.7,13.8,11.7,3.6,9.1,2.4,1,3.1,1.2,0.9,26.9,6.7,9505
87328,28.6,11.6,3.2,5.3,35.8,65.3,9.2,63.4,7.1,58.5,5.6,6.8,5.8,5.2,5,23.9,12.3,5.1,5.2,4.7,15.5,13.2,3.4,10.8,2.9,1.5,4.4,2.4,0.5,36.6,9.5,2674
