Zip Code,American Indian and Alaska Native percent,Asian percent,Black or African American percent,Female percent,Hispanic or Latino percent,Male percent,Median income(all),Median income(full time),Native Hawaiian and Other Pacific Islander percent,Total population,White percent,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
77665,0.5,0.3,4.7,51.4,13.4,48.6,30653,43656,0,6252,88.1,190200,247550,247350
77701,0.1,2.4,53.6,50.4,26.6,49.6,21572,30133,0,13216,39,268450,473850,376550
77702,0,1.6,37.8,51.5,25.2,48.5,27688,37993,0.8,3091,55.7,23000,50000,46000
77703,0,0.1,70,52.5,19,47.5,22380,31675,0,14288,25.8,137000,237650,186700
77705,0.9,2.2,42.9,37.2,17.5,62.8,21080,35113,0,40819,49.5,524300,922300,835400
77706,0.1,6,27.1,50.2,8.7,49.8,40165,51930,0,29249,64.9,372000,655650,565000
77707,0.2,3.1,35,52.5,18,47.5,28612,39474,0,17954,58.3,399800,733700,722700
77708,0,0.9,68.3,53.6,8.4,46.4,34087,41387,0,12288,29,101000,270050,202750
77713,1,3,32.4,48,13,52,41606,49656,0,14402,60.9,260000,350000,352150
77801,1.3,6.1,13.6,46.1,40.5,53.9,19044,27494,0,16759,60.6,162000,226000,170900
77802,0,3.1,7.1,53.3,22.3,46.7,33291,42312,0,26185,81.8,479550,733950,683500
77803,0.1,0.1,22.8,50.5,58,49.5,21710,29523,0.2,30609,57.3,464550,766050,1033400
77807,3,0.7,12.7,42.7,35,57.3,34583,42127,0,10288,74.7,132150,240100,271600
77808,0,0.1,4.8,48.6,21,51.4,37969,49342,0,10849,85.2,121000,243100,222000
77830,5.2,0,9.2,47.5,13.4,52.5,37470,47135,0,2830,85.3,56000,46850,95850
77831,0.6,0,9.4,47.2,6.3,52.8,35763,46587,0,3115,88.7,4000,32000,15000
77833,0.7,2.1,14.3,52.2,17.7,47.8,28673,37273,0,29060,80,986500,1208800,1113000
77836,0,0.5,11.1,49.2,20.7,50.8,34263,42014,0,12022,80.2,168050,249600,357100
77840,0.3,10.6,9.5,48,18.1,52,9663,30909,0,59673,74.4,128000,245750,210500
77845,0.3,7.8,5.9,50.7,11.1,49.3,35707,51106,0,59512,83.3,519800,667050,804050
77853,0,8,18.6,47.9,23.6,52.1,35756,49129,0,1287,61.6,10000,9100,19500
77856,0.6,0.7,9.3,50.6,5.1,49.4,30719,40891,0.3,5037,87.5,45000,57000,95000
77859,0.6,0,22.8,49.4,36,50.6,27245,40269,0,7393,73,144950,214400,323800
77864,0.2,1.8,13.6,54.8,20.5,45.2,24713,32604,0,6935,78.5,74000,117450,123000
77865,0.2,2.8,0,46.5,11.3,53.5,27521,40833,1.7,1778,95.2,80700,104500,66750
77868,0.7,0.1,22.1,42,31.3,58,27479,39066,0,17027,69.5,269000,501200,717700
77871,0.2,0,4.9,49.1,10.2,50.9,26105,48085,0,2568,93.5,27000,34000,65000
77872,0,0,0,51.6,10.3,48.4,28405,45385,0,1577,98.5,46000,73150,80900
77879,0.5,0,16,52.7,19.2,47.3,29945,40257,0,5251,76.2,19000,23000,32000
77901,0.3,0.9,8.9,51.4,62.9,48.6,23216,32090,0,43424,84.2,482950,735600,804750
77904,0.2,2.1,3.5,52.1,28.7,47.9,38976,51948,0.2,27570,89,531650,745100,689350
77905,0,0,4.3,47.9,27.4,52.1,41327,48750,0,14326,91.8,170000,249800,217700
77951,0,0,11.6,48.4,74.9,51.6,20815,21618,0,2059,88.4,13000,1000,12000
77954,0.1,0,13.1,45.9,34.5,54.1,31640,40157,0,12256,66,248850,377450,443100
77957,0,0.4,11.3,51.8,30.3,48.2,29275,43333,0.2,8494,83.4,319000,199000,314100
77962,0,0.3,2.6,52.3,37.4,47.7,32644,43409,0,3178,89.1,71000,138700,160500
77963,0,0.2,6.7,50.7,38.4,49.3,27298,48079,0,5991,70.8,115000,146450,109300
77964,0,0.4,6.6,52.1,10.5,47.9,33453,41891,0,8269,84.2,192750,245600,233550
77968,0,0,0,51.9,17.4,48.1,42625,59410,0,3054,98.7,13000,25000,14950
77975,0.4,1.9,0,54,20.1,46,35139,40750,0,1942,81.3,26000,46900,32000
77977,0,0,4.4,50.2,90.4,49.8,21875,29653,0,747,93.3,8000,16000,21600
77978,0,0.9,4.7,43,42.1,57,40208,43587,0,774,86,58000,66000,107000
77979,0.1,5.9,3,50.2,52.9,49.8,33153,41110,0.1,17526,85.4,376150,590050,895550
77983,0,2.8,0.5,50.7,26.3,49.3,25324,42284,0,2351,92.2,45000,55000,45000
77984,0,0.1,6.6,49.8,6.6,50.2,33575,42188,0,3954,88.3,125000,218800,213800
77990,0,0.6,0.5,50.8,45.7,49.2,29286,41196,0,864,91,27000,51750,38000
77995,1.9,0,7.7,50.6,36.9,49.4,29590,40768,0,9847,60.4,185000,254900,302300
78002,0.2,0,0.7,47.5,72.3,52.5,22018,30643,0,7904,91.1,19000,35000,124000
78003,1.2,0.2,0.7,52.2,20,47.8,30557,37665,0,8958,93.7,171000,252300,283600
78006,0.2,0.4,0.9,51.5,20.6,48.5,36381,56330,0.2,31709,92.7,495000,799700,972750
78009,0,0.5,0.8,50.1,49.6,49.9,25228,40862,0,8910,93.7,140000,204750,210900
78010,4.6,0.8,0.3,50.4,33.7,49.6,23626,45417,0,3401,74.1,27000,66000,44700
78011,0,0,0.6,53.9,66,46.1,19792,35000,0,2030,92.2,58000,123350,96650
78013,2.2,0.3,0,50,43.6,50,33030,36553,0,6574,88.3,139000,260500,292000
78014,0,0.2,1.5,39.9,84.4,60.1,24936,33977,0,5616,70.4,129000,223350,300300
78015,0.1,1.6,1.3,50.5,21.6,49.5,47917,73363,0,13897,86.3,17000,13000,14850
78016,1.1,0,0.6,50.9,51.1,49.1,31116,43517,0,8895,91.3,170250,227700,239350
78017,0.1,0.6,8.8,37.9,69.6,62.1,17725,33315,0,5514,71.6,79850,104850,118400
78019,0,0,1,48.8,85,51.2,22552,31892,0,1505,90.2,44000,52000,44150
78022,0,0,0.4,53.1,41.5,46.9,29750,40129,0,4286,96.4,148250,232950,275000
78023,0.4,6.7,3.4,50.5,39.4,49.5,52615,65750,0.4,29872,81.9,185000,271000,293000
78025,0.6,0.2,0.8,50.5,21.3,49.5,22817,32632,0,4523,94.9,97000,129650,172000
78026,0,1.6,0.2,47.3,58.2,52.7,29646,40066,0,6094,94.7,65000,117150,130700
78028,0.6,1,1.8,52.3,25.5,47.7,26978,36969,0,39626,91.3,687000,1079600,1381000
78039,0,0,1,52.2,51.2,47.8,27311,35000,0,1528,93.9,15000,31800,53000
78040,0.4,0.2,0.4,51.3,98.2,48.7,17102,23504,0,42324,95.5,254700,215550,217400
78041,0.1,0.9,0.6,50.8,94.3,49.2,24936,34712,0,46671,94.7,512000,744050,740850
78043,0.3,0.5,0.3,51.7,97,48.3,21007,28198,0.1,44762,96.2,247000,307200,248500
78045,0.2,1,0.5,52.2,91.3,47.8,32473,44991,0,64705,95,318000,423900,462100
78046,0.1,0,0.3,50.3,97.8,49.7,19280,26452,0,69471,94.7,92000,100550,88000
78052,0,0,0,52.3,61.9,47.7,28896,32256,0,6838,96.7,86000,166000,172900
78055,0,0,6.8,45.6,11.8,54.4,20714,26912,0,1945,93.2,12000,10000,15000
78059,0,0.9,1.6,53.9,62.8,46.1,33918,50158,0.1,6131,94.4,31000,55200,37750
78061,0.1,0.7,2.4,41.5,82.7,58.5,17280,30514,0,12595,70.5,111000,183450,272850
78063,1.3,0.3,0.1,49.1,18.1,50.9,30889,45773,0,9936,90.6,28200,27000,17900
78064,0.1,0.4,1.6,49.9,50.1,50.1,32512,46302,0,15966,90,384000,632250,762300
78065,1,0.2,0.1,48.6,78.3,51.4,26071,35618,0,10181,95,46100,85850,93850
78069,1.4,0,1.5,51.2,81.2,48.8,19793,33298,0,5874,85,49000,56000,50000
78070,0.1,0,1.3,49,21.9,51,45607,56848,0,15559,94.5,175100,272050,400000
78071,0.4,1.7,6.3,33.6,45.6,66.4,23651,40625,0,4510,85.5,109000,118550,161450
78072,1.2,0,0,45.3,50.2,54.7,26154,26058,0,404,95.8,55000,72000,67350
78073,0.2,0.2,1.8,50.7,75,49.3,21517,30919,0,9269,90.1,92000,118000,153750
78076,0,0.8,0.9,50.7,93.6,49.3,19792,35728,0,13202,94.9,57000,82250,41400
78101,0.3,0.3,0.2,50.5,30.4,49.5,37625,51429,0.5,6911,88.2,251000,254000,372000
78102,0.6,0.6,9.6,38,58.6,62,23058,36721,0,28648,86.1,213000,413250,550000
78108,0.3,2.7,12.1,51.4,31.7,48.6,45106,54747,0.1,35986,67.8,145000,268850,310850
78109,0.4,3.3,24.8,52.2,40,47.8,31295,42493,0.1,40093,53.8,613800,908050,942800
78112,1,0.1,2.4,49.9,70.7,50.1,25409,35188,0,8129,82.1,101650,179900,180800
78113,0,0,0,47.2,16.5,52.8,40230,49643,0,2877,96.8,94000,128150,102000
78114,0.2,0.5,0.9,50.5,50.8,49.5,32207,47167,0,22409,93.4,384800,753550,599050
78118,0,0.2,1.8,49.1,65.5,50.9,26059,41044,0,3862,69.6,74000,153750,212950
78119,0.2,0.1,16.6,32.4,57.9,67.6,35204,38324,0,7521,62.5,190000,344850,379250
78121,0.4,0.1,3,49.1,19.5,50.9,45615,55927,0,12726,92.9,188000,300750,278000
78123,2.3,0,2.5,52.8,34.2,47.2,40432,43839,0,2527,80.4,32000,64000,27000
78124,0,0.2,3.2,50.8,30.5,49.2,31415,38341,0,5961,76.7,68650,103050,96300
78130,0.2,1.3,2,51.7,36.6,48.3,32133,41769,0,70055,90,1094000,1545850,2228150
78132,0.1,0.7,2.5,49.7,17.2,50.3,46108,62913,0.1,26918,91.8,270000,427700,441800
78133,0.4,0.4,0.3,48.3,18.4,51.7,31256,45838,0,18942,91.4,277000,364050,509750
78140,0,0,1.1,49,74.4,51,30201,35026,0.1,3736,48.3,74000,69650,167400
78146,0,0,2.3,42.8,37.7,57.2,40962,45263,0,559,93.9,31000,40000,44000
78147,0,0,0,51.5,61.6,48.5,30510,36193,0,2156,97.1,33000,85200,101000
78148,0,2.3,11.2,51.1,31.5,48.9,29774,40109,0.7,21456,73.2,273000,600800,794950
78151,0,0,0.8,50,68.7,50,28792,35625,0,1529,62.1,2000,11000,18000
78152,0,0,0,48.9,13.4,51.1,41792,48919,0,2155,95.7,52000,54000,63000
78154,0.2,3.4,12.1,51.2,30.5,48.8,42363,51208,0.4,38293,68.8,437000,828800,919000
78155,0.4,1.2,5.9,50.7,45.2,49.3,28153,36273,0,47469,70.5,802750,1009550,974400
78160,0,0.8,1.5,49,30.4,51,35719,44973,0,4424,96,229000,256500,268850
78161,1.1,3.2,1.3,48.4,16.9,51.6,27500,36500,0,628,89,30000,22000,38000
78163,0,0.2,0.6,50.1,27,49.9,51010,70344,0,10703,86.7,104000,172000,258150
78164,0,0,2,51.7,26.8,48.3,25725,39583,0,3048,84.6,223500,258500,258000
78201,1,0.6,2.8,50.8,83.7,49.2,24309,30791,0,47500,85.7,704700,1230750,1220900
78202,0.8,0.1,27.4,52.4,63.9,47.6,17738,26586,0,12178,50.9,75000,47800,44000
78203,1.2,0.3,21.4,51.2,68.6,48.8,20007,25749,0,6456,56.5,35000,34550,57000
78204,1.2,0.8,0.7,50.6,84.5,49.4,24614,35374,0,12454,76.8,35000,45500,48850
78205,0,0,4.9,45.3,44.2,54.7,31795,38214,0,1041,84.2,51000,82000,61000
78207,1.4,0.3,3.5,47.2,93.2,52.8,18172,26209,0,54071,84.6,375700,490450,458650
78208,0.1,0,15,50.6,72.3,49.4,19469,25046,0,4704,62.3,54000,144350,156150
78209,0.2,2,3.3,51.7,28.2,48.3,43627,61957,0,41274,89.2,322450,585700,626300
78210,0.5,0.3,7,51.3,81.8,48.7,24844,31452,0.1,37801,71.2,264000,321850,450100
78211,1.4,0,0.6,49.3,95.8,50.7,20667,26481,0,31952,87.9,344000,572500,552150
78212,1,1.6,2.3,49.5,64.2,50.5,25943,37242,0.1,28664,86.9,535950,763650,866550
78213,0.3,1.2,3.9,51.4,68.1,48.6,25228,35040,0.1,43394,86.2,344650,467700,486400
78214,1.3,0.2,1.2,49.8,91.2,50.2,21631,27726,0,26013,82,292350,492250,415550
78215,0.6,2,2.9,35.6,47.6,64.4,45184,61555,0,2686,81.2,41000,36300,44000
78216,0.5,2.6,6.9,49.5,55.9,50.5,30495,37346,0.1,41042,82.6,671450,1168150,1267700
78217,0.2,2.4,10.5,51.1,46.3,48.9,29284,34985,0.2,33803,77.7,600500,989000,1088100
78218,0.2,3.5,16.6,50.5,54.5,49.5,23008,31198,0,35384,68.7,348400,572250,666050
78219,0.5,1.5,30.6,56.5,44.6,43.5,21418,30606,0,16376,56.8,292800,528000,551500
78220,0.2,0.8,44.5,51.6,48,48.4,20204,28235,0,16833,41.2,87950,165400,202000
78221,2.4,0.4,0.8,47.9,88.5,52.1,22839,30631,0.1,40249,84.7,472600,760250,723050
78222,0.3,1.2,17.6,51.3,62.1,48.7,27537,36611,0,24189,69,223000,301000,320900
78223,1,0.4,4.5,49.7,80.6,50.3,25400,32340,0,54517,82.4,697000,1176550,1358200
78224,2.2,0.3,1,49.5,91.5,50.5,25830,31339,0,21636,88.2,247750,397250,469350
78225,0.9,0.2,0.6,55.3,95.3,44.7,23001,28232,0,13933,85.4,145000,208950,273600
78226,2.1,0.4,1.5,53.2,92.4,46.8,22070,31099,0,6755,79.8,42000,55000,76000
78227,0.2,1.4,6.1,50.3,81.7,49.7,22039,29720,0.1,49793,85.3,424650,623800,769850
78228,0.4,0.7,2.5,51.6,87.9,48.4,24533,32330,0.1,62371,90.1,567800,852600,955050
78229,0.2,5.7,11.2,48.7,50.3,51.3,28255,35836,0.2,32338,76.3,181000,207500,181800
78230,0.3,3.7,5.7,51.2,49.1,48.8,35424,45615,0,45104,84.6,456650,679550,692250
78231,0.2,2.7,1.4,54.3,33.3,45.7,40992,60609,0,8453,91.1,89000,255000,184950
78232,0.3,1.9,5.3,50.2,32.5,49.8,37456,50181,0.3,38054,86.6,346000,649000,597250
78233,0.2,2.7,10.1,50.6,45,49.4,30583,38427,0,47700,78.8,505850,872800,792600
78237,0.5,0.3,2.1,51,96,49,20427,25840,0,37508,88,433000,561700,607450
78238,0.1,3.6,7.8,53.6,69.2,46.4,26586,35393,0.4,25300,81.3,381850,489350,498100
78239,0.9,2.9,18.4,50.6,45.4,49.4,29832,36397,0.2,28373,67.4,179600,216850,314200
78240,0.2,12.2,6.7,50.6,45.7,49.4,33329,45368,0.1,58207,74.6,435600,583150,647550
78242,0.4,0.5,3.1,50.3,87.4,49.7,20123,27345,0,33219,87.2,169000,260200,280600
78244,0.3,1.6,27.5,54.2,49.5,45.8,28373,37247,0.1,30618,53.4,153000,169700,177800
78245,0.8,1.6,9.5,51.9,67.4,48.1,30101,37385,0.1,72277,78.1,281000,501650,497500
78247,0.3,1.8,5.5,51.1,43.3,48.9,36922,48683,0.2,52885,86,779850,1443000,1994200
78248,0.5,3.3,1.4,54.1,25.2,45.9,52050,76942,0.3,14372,91.3,91000,141700,154000
78249,0.6,6.6,7.6,49.9,47,50.1,27148,47604,0.1,56674,75.2,403700,521850,651400
78250,1.4,3.9,5.4,51.3,61.2,48.7,33627,44092,0.2,60906,78,815050,1182350,1241550
78251,0.8,3.5,8.9,51.3,61.5,48.7,33819,41565,0,58522,77.2,811200,1430950,1404000
78252,1.6,0.3,5.9,38.8,72.9,61.2,28119,32025,0.3,10593,82.5,47000,112500,162000
78253,0.7,3.5,9.1,51.7,45.5,48.3,44720,57444,0.1,41188,79.4,216000,450150,554300
78254,0.8,2.2,6.1,53,55.7,47,38876,50572,0.5,56329,82.2,179900,267050,326000
78255,0.6,6.5,4.6,48.8,38.6,51.2,51775,67276,0.1,14507,82.3,36000,84000,122000
78257,0.7,4.9,3.8,51.7,43.7,48.3,51865,65514,0,6107,86.3,192050,299400,372950
78258,0.7,8.8,5.5,51.7,30.8,48.3,55556,73457,0,45966,78.7,172150,251300,316250
78259,0.3,5.3,4.1,51.7,31.7,48.3,47419,60690,0.2,25873,82.1,700,1000,7000
78260,0.2,4.5,4,50,31.8,50,52913,72320,0,27907,84.2,206850,266000,326150
78263,0.2,0,10.4,51,25.1,49,31822,39139,0,5072,76,24000,44000,41850
78264,0.4,1.3,0,50.1,76.8,49.9,24243,35395,0,10188,82.1,168000,240100,240000
78266,0.7,2.8,12.2,51.9,18.1,48.1,58783,73920,0.3,6746,77.5,25050,85000,72000
78332,0.1,0.8,0.7,52.1,85.3,47.9,24596,37969,0.2,28641,96.4,659250,829750,806350
78336,0.5,0.5,2.2,49.1,45.7,50.9,25656,36132,0,11828,89.3,433600,780600,674350
78340,2.2,0,4.6,37.1,19.7,62.9,22500,49500,0,461,77,14000,35000,26600
78341,0.7,0,0,43.4,97,56.6,27047,35603,0,2100,91.4,14000,33000,27000
78343,0.8,0.2,0.4,48.6,74.1,51.4,28480,47321,0,4374,93.6,72000,109600,140800
78355,1,0,0.9,48.4,93.5,51.6,14982,28385,0,7309,88.3,100000,93700,103000
78357,0.5,0,1.5,50.8,78.7,49.2,26841,37171,0,2912,87.9,64000,67250,73600
78359,0,2.5,0.1,47.9,86.4,52.1,27270,35587,0,2056,91.8,22000,39450,34300
78361,0,0,0,49.7,94,50.3,23125,34500,0,5357,97.7,56000,116100,81000
78362,0.8,1.4,3,49.1,43.1,50.9,31099,41199,0,9907,85.7,122000,224450,177350
78363,0.4,2.1,4,48.4,73.1,51.6,22832,39035,0,29963,87.2,501000,875100,797850
78368,0.1,0.2,0.4,49.4,72,50.6,26919,39079,0,9620,94.6,284450,332300,372700
78370,0.1,0.3,0.2,51,73.5,49,31743,42228,0.1,4718,96.1,45000,64100,64000
78372,0.5,0,0.7,54.2,58.8,45.8,30406,36418,0,6233,96.2,30000,67150,35000
78373,1.2,1.8,0.6,53.1,3.4,46.9,25546,39559,0,4084,95.3,82000,117250,82000
78374,0.1,1.3,1.6,49.7,38,50.3,38453,49222,0.1,17661,94.6,240000,524000,439050
78375,1.5,0,0.3,43,86.8,57,21649,33325,0,3055,91.1,84000,70000,42300
78377,0,0,7.5,53.4,56,46.6,24352,33167,0,3770,73,75000,122000,126400
78379,0.3,0.5,0,46.8,58.2,53.2,21094,33750,0,1576,94.4,45000,53100,42000
78380,0.3,0.2,0.7,50.7,78.7,49.3,25206,40502,0,24126,95.2,243000,398500,302000
78382,0.5,2.2,1.8,50.1,25.7,49.9,23042,37117,0,21537,88.2,442000,590850,555800
78383,0,0,0.1,49.1,37.8,50.9,45353,50526,0,4077,96.4,27000,96000,117000
78384,0,0,2.1,52.3,90.8,47.7,20247,36301,0,5635,84.2,48000,82600,85000
78387,0,1.6,2,51.3,68.8,48.7,30239,37954,0,10062,92.7,73550,93750,116000
78389,0,0,1.4,50.4,69.7,49.6,26489,33207,0,1623,97.1,103000,171600,280400
78390,0.1,0.1,1.1,49.4,74,50.6,25789,35450,0.1,5197,91.4,26000,85600,54000
78393,0.2,0,3.7,47.7,45.7,52.3,31893,41391,0,2130,87.2,41000,42000,51000
78401,0,0.4,9.7,43.9,59.4,56.1,20073,26121,0,5445,86.3,58000,81600,54050
78402,0,0,7.7,49.3,9.6,50.7,44125,61625,0,272,88.2,54000,68300,43650
78404,0.2,1.4,2.1,50,67.8,50,25958,34472,0.2,18467,87,125000,184450,166500
78405,0.4,0,5.6,50,90.9,50,20543,24877,0,15469,85.8,145600,253550,270900
78407,0.1,0.2,21.6,47.3,65.3,52.7,27107,34145,0,3456,72.4,28000,57000,62000
78408,0.5,0.7,3.4,49.4,83.3,50.6,22258,27647,0,12606,88.6,289000,426350,453950
78409,0,0,0.9,51.2,74.2,48.8,31712,36875,0.4,2733,96.8,17000,22000,23000
78410,0.1,1.4,1.8,52,55,48,37124,50160,0.2,27087,91.7,581000,964900,767700
78411,0.3,1.7,3.5,52.2,63,47.8,31084,41081,0,26570,89.7,660000,851950,939300
78412,0.8,2.5,4.1,50.1,55.9,49.9,22820,40312,0.2,39286,88.5,325100,641400,619850
78413,0.3,3.4,4.2,50.2,58.6,49.8,36241,46176,0.1,40070,86.6,377000,740500,672650
78414,0.3,5.5,4,51.3,51.9,48.7,48277,55465,0.1,38343,85.2,292000,534850,412900
78415,0.8,0.3,3.4,52.8,81.9,47.2,25127,34155,0,40496,91.1,289650,445200,361350
78416,0.4,0,6.6,53.5,90.2,46.5,21610,28391,0,15493,87.4,61150,183250,203850
78417,0,0.2,8.1,48.9,85.9,51.1,27331,30698,0,4176,82.5,3000,37450,56000
78418,1,3.5,3.2,48.3,26.3,51.7,36284,49802,0,31120,88.2,345000,758400,855800
78501,0.4,1.7,0.6,50.8,88,49.2,20806,31168,0.1,64340,78.6,643250,1020550,931050
78503,0,1.8,1.7,48.8,90.5,51.2,20721,30337,0.2,22877,73.5,154900,274600,260750
78504,0.5,3.9,1.3,50.5,78.9,49.5,33927,47009,0,53665,85,298000,466600,355300
78516,0,0,0.2,50.6,92.1,49.4,19077,26641,0,35223,93.3,100000,193450,217600
78520,0.5,0.5,0.5,51.3,93.3,48.7,19366,26599,0,62804,96.3,384750,412350,459700
78521,0.1,0.4,0.1,51.9,96.1,48.1,20083,26045,0,92975,95.9,475000,778450,1054600
78526,0.3,1.3,0.9,52.6,91.4,47.4,25938,35372,0,47125,93.8,60000,115500,109800
78535,0,0,0,47.5,82.3,52.5,21000,27102,0,678,98.7,13000,21000,17000
78537,0,0.2,0.6,50.2,93.4,49.8,17044,25344,0,45606,88.9,75000,99950,98850
78538,0.2,0,0,51.9,98.1,48.1,19422,25894,0,10912,92.1,2000,10000,6000
78539,0.6,4.8,1.7,52.2,85.7,47.8,28759,44270,0,34991,85.4,844700,1022100,840550
78541,0.5,0.2,0.7,51.3,93.3,48.7,21241,31329,0,44387,89.9,134000,267300,249350
78542,0.2,0.3,1.4,49.2,93.4,50.8,19043,30540,0,75822,89.3,85400,112700,122000
78543,0,0,0.8,57.7,99.2,42.3,18611,28683,0,8886,97.6,8400,20700,29350
78548,0,0,0,53.2,100,46.8,20990,30500,0,649,100,2000,3000,4000
78550,0.6,1,0.9,49.5,82.6,50.5,21880,30741,0,52746,92.3,265000,357250,339150
78552,0.2,0.9,1.3,52.7,78.3,47.3,26617,36589,0,38352,91.4,108000,170400,186000
78557,0,0,0,47.6,99.2,52.4,18595,29980,0,13859,73.4,36000,31400,37000
78558,0,0,0,42.8,100,57.2,19142,30399,0,1121,96.2,12000,14350,22000
78559,0.2,1.3,0.1,49.5,88.5,50.5,25321,35090,0,12579,92.8,40950,72650,47000
78560,0.1,0,0,50.5,95.8,49.5,22614,30430,0,4846,93.7,34000,73700,46000
78562,0.1,0,0.7,42.6,98.6,57.4,14556,22941,0,4099,89.2,7000,6100,8000
78566,0.3,0.2,0.3,49.5,87.6,50.5,22823,29807,0,18120,92.6,27000,67450,54000
78567,0,0,0,59.7,94.8,40.3,15179,24167,0,521,98.8,10000,7000,8000
78570,0,0,0.5,50.6,96.3,49.4,17844,29078,0,34560,86.4,48000,92800,75700
78572,0,1.8,0.1,51,87,49,22152,33579,0,78770,91.5,467000,606900,770150
78573,0.4,0.9,0.3,53.8,95.4,46.2,19790,30281,0,38420,92.5,84200,142850,123900
78574,0,0.2,0.4,52.1,94.4,47.9,18812,28273,0,61238,94.8,87000,127350,131450
78575,0,2.6,0,51.9,86.2,48.1,34028,41805,0.1,9762,92.8,28000,59400,44700
78576,0,0,0,52,98.7,48,15435,19077,0,11044,96.3,35000,89700,109000
78577,0.2,0.3,0.2,52.8,94.3,47.2,23346,31539,0,76821,92.7,218550,258350,272250
78578,0.2,1.2,0.2,54.7,69.9,45.3,23432,27500,0,11727,93.7,52000,102500,116000
78580,0.2,0.1,1.1,42.6,88.1,57.4,16278,26960,0,14943,95.2,67450,81850,72700
78582,0.1,0.2,0.1,50.3,98.9,49.7,18823,28727,0,42644,95.1,161800,267650,309100
78583,0,0.1,0.2,52.7,76.1,47.3,24464,40116,0,6820,97.8,6000,9000,7000
78584,0.1,0,0,54.2,99.8,45.8,14972,23436,0,18757,94.9,83000,87500,86350
78586,0.1,0.2,0.2,51.8,94.6,48.2,19737,30300,0,56086,92.3,214950,242950,202000
78589,0.1,0,0,51.7,97.3,48.3,22675,29441,0,40709,95.7,144150,196550,202450
78593,0,0,0,49.4,97.2,50.6,17244,25701,0,6114,90.3,6900,13850,2950
78595,0,0,0,55.5,99,44.5,19491,25720,0,6330,97.4,5000,1000,15000
78596,0.2,0.8,0.3,50.6,91.4,49.4,20544,31328,0,65013,87.1,197600,222300,204450
78597,0,0,0.7,50.7,30.8,49.3,36606,38375,0,2856,95.1,55000,60600,63000
78602,1,1.4,7.3,47,30.5,53,31856,41752,0,28027,81.6,430350,643350,756200
78605,0.6,1.1,1.1,49,19.6,51,26899,40612,0,5955,95.5,72000,66350,52000
78606,0.7,1.1,0,50.4,23.6,49.6,27063,40792,0,5552,86.9,73000,115800,176350
78609,0,0,0,50,2.7,50,21123,38021,0,1948,98.5,43000,70000,81000
78610,0.2,1.6,4,50.3,39.5,49.7,38916,48575,0.4,32692,84.6,233000,435450,712250
78611,1.3,0.3,1.5,50.2,21.5,49.8,25833,38224,0,13016,92.3,289350,398850,546850
78612,0.3,0.7,8.5,48.4,44.1,51.6,35585,46260,0,12484,71.4,129000,251350,292650
78613,0.4,8.3,3.2,50.8,18.6,49.2,48178,61451,0.1,77779,81.4,626950,793350,856450
78615,0.9,0,1.6,46.3,20.4,53.7,36875,40577,0,931,97.1,28000,48800,19000
78616,0.4,0,3.6,48.4,57.8,51.6,27745,36725,0,7518,84.6,14000,40000,58000
78617,1,1.6,10.6,46.5,72.8,53.5,26789,35318,0,27900,51.2,154000,229650,245000
78620,0.2,0.7,0.5,49.2,16.8,50.8,43263,64599,0,15452,94.9,202550,253500,383600
78621,0.1,0.5,13,49.9,39.2,50.1,31975,43655,0,22261,73.3,272000,461150,408050
78624,1.7,0.1,0,51.1,21.8,48.9,24880,38874,0,21687,92.8,296000,363750,588750
78626,0.2,1.1,5.8,53.4,33,46.6,33042,43786,0,32529,88.1,253000,284950,331800
78628,0.2,0.8,2.5,50.7,15.1,49.3,42261,60611,0,30322,91.8,383550,522250,550600
78629,0.2,0.1,9.1,50.9,44,49.1,27676,33857,0,12341,60.3,187000,366450,311100
78631,0,0,0,54.5,19.1,45.5,32215,44375,0,2729,98.1,34000,34300,38950
78633,0.5,1.2,1,53.5,6,46.5,39577,59950,0.2,24727,95.2,46000,61000,105000
78634,0.1,1.7,13.1,51.6,32.2,48.4,38156,45042,0,29770,77.6,135000,268000,374800
78636,1.6,0.1,0,50.8,16.1,49.2,23977,40781,0,3882,96.8,52000,70950,116650
78639,0,0.9,0.1,51.9,9.3,48.1,16264,37236,0,8046,95.9,113000,189800,184400
78640,0.5,0.7,4.8,49.5,53.8,50.5,34180,42316,0.1,52981,85.2,511000,709600,758000
78641,0.4,2.7,3.8,49.8,24,50.2,42240,52426,0,60135,86.2,440750,612150,624000
78642,0,0.3,0.4,52.4,10.6,47.6,36244,47576,0,11087,93.3,202000,366300,451250
78643,2.9,0.1,0.4,49.8,17.4,50.2,24086,33179,0,5901,86.6,48000,88850,103650
78644,1.6,2.1,5.6,49.3,51.2,50.7,29791,36262,0.1,18287,77.1,223000,419750,348050
78645,0.4,0.8,2.3,52,11.2,48,40510,59094,0,10705,93,112000,95550,96000
78648,0.2,0.3,6.9,51.3,42.8,48.7,25102,30194,0.2,7791,75.7,145000,197850,139900
78650,0.2,0.1,0.3,54.5,40.9,45.5,27742,36953,0,1663,80.8,20300,35000,29850
78652,2.4,0.5,3.1,51.2,37.1,48.8,46379,50438,0.1,4965,90.2,52500,76000,20000
78653,0.5,1.6,24,50.3,46.9,49.7,35296,41780,0,20822,54,299250,428550,674850
