,Zip1,Similiarity1,Prediction1,Zip2,Similiarity2,Prediction2,Zip3,Similiarity3,Prediction3,Zip4,Similiarity4,Prediction4,Zip5,Similiarity5,Prediction5,Zip6,Similiarity6,Prediction6, MIN , MAX , Weight Avg , AVG , Median , STD , Upper Bound , Lower Bound , P1 , P2 , P3 , P4 , P5 , P6 , AVG , Flag ,,
86046,79906,0.987995442,9720,76060,0.999990999,59096.52396,76559,0.999999999,66011.92627,75640,0.999999847,13231.0757,78606,0.999997011,115445.4251,75570,1,41200.9071," 9,720.00 "," 115,445.43 "," 50,866.59 ",50784.30968,50148.71553,35754.71431,158048.4526,0,9720,59096.52396,66011.92627,13231.0757,115445.4251,41200.9071,50784.30968,1,,
86047,75219,0.956519121,115623.6886,78061,0.999808944,223111.322,78076,0.999999999,66135.8885,77575,0.999999996,234882.0053,77531,0.999999799,619131.8759,77872,1,710533.7349," 66,135.89 "," 710,533.73 "," 329,791.84 ",328236.4192,228996.6636,246454.3901,1067599.589,0,115623.6886,223111.322,66135.8885,234882.0053,619131.8759,710533.7349,328236.4192,1,,
86053,78072,0.988165705,406934.0347,76932,0.999982363,201558.5337,75692,0.999999976,29322.76487,75846,0.999999468,57734.95652,79752,0.999982558,59223.61504,78872,0.999999971,33981.43852," 29,322.76 "," 406,934.03 "," 130,914.82 ",131459.2239,58479.28578,136251.7953,540214.6097,0,406934.0347,201558.5337,29322.76487,57734.95652,59223.61504,33981.43852,131459.2239,1,,
86054,78072,0.976391988,274567.9455,75449,0.999956167,12208.22102,78643,0.999999944,24798.50025,76270,0.999999488,6415.692821,78650,0.999986597,29562.80818,77597,0.999999505,46279.33884," 6,415.69 "," 274,567.95 "," 64,813.91 ",65638.75111,27180.65422,94302.51592,348546.2989,0,274567.9455,12208.22102,24798.50025,6415.692821,29562.80818,46279.33884,65638.75111,1,,
86301,78414,0.96195499,238491.9359,78380,0.999912099,277227.6382,75254,0.999999979,163592.4179,77801,0.999999998,225844.1613,78624,0.9999998,371465.4517,76022,1,169846.2401," 163,592.42 "," 371,465.45 "," 241,093.94 ",241077.9742,232168.0486,70266.65937,451877.9523,30277.99609,238491.9359,277227.6382,163592.4179,225844.1613,371465.4517,169846.2401,241077.9742,1,,
86303,75219,0.95761798,131565.5368,78061,0.999697578,253873.2434,77078,0.999999999,24238.93805,77058,0.999999977,389924.2306,75156,0.999998688,74288.16794,76084,1,210248.3444," 24,238.94 "," 389,924.23 "," 181,035.53 ",180689.7435,170906.9406,121257.2634,544461.5338,0,131565.5368,253873.2434,24238.93805,389924.2306,74288.16794,210248.3444,180689.7435,1,,
86305,75219,0.952644371,135535.9024,78076,0.999846985,77525.52644,76310,0.999999999,73921.56885,76310,0.999999979,73921.56885,75156,0.999998313,76530.02545,76522,1,291887.4662," 73,921.57 "," 291,887.47 "," 121,443.58 ",121553.6764,77027.77594,79280.45688,359395.047,0,135535.9024,77525.52644,73921.56885,73921.56885,76530.02545,291887.4662,121553.6764,1,,
86314,77090,0.987129488,229848.1231,78552,0.999860764,168822.7159,77630,0.999999998,674466.5814,77023,1,235749.7546,77024,0.999999972,210523.9189,76687,1,19646.84592," 19,646.85 "," 674,466.58 "," 256,569.01 ",256509.6566,220186.021,200722.6447,858677.5908,0,229848.1231,168822.7159,674466.5814,235749.7546,210523.9189,19646.84592,256509.6566,1,,
86315,79906,0.98601501,13400.78049,78560,0.999964862,72436.23607,77659,0.999999909,248387.2723,75495,0.999999985,63616.13441,76442,0.999999129,96710.91249,78123,1,96633.16185," 13,400.78 "," 248,387.27 "," 98,729.79 ",98530.74961,84534.69896,72584.38272,316283.8978,0,13400.78049,72436.23607,248387.2723,63616.13441,96710.91249,96633.16185,98530.74961,1,,
86320,78072,0.996685156,344085.1485,75433,0.999988943,9750,79095,0.999999939,11470.91515,78019,0.999999719,60548.57143,78393,0.999973876,40698.59155,76640,0.999999999,9528.409091," 9,528.41 "," 344,085.15 "," 79,200.89 ",79346.93929,26084.75335,119901.9798,439052.8788,0,344085.1485,9750,11470.91515,60548.57143,40698.59155,9528.409091,79346.93929,1,,
86321,78072,0.992581887,348586.2624,79529,0.999990131,25796.08128,78655,0.999998814,24889.94143,76878,0.99999978,35939.0625,76554,0.999966918,44839.82495,78613,1,21328.31291," 21,328.31 "," 348,586.26 "," 83,235.50 ",83563.24757,30867.57189,118783.8052,439914.6632,0,348586.2624,25796.08128,24889.94143,35939.0625,44839.82495,21328.31291,83563.24757,1,,
86322,75219,0.955394906,88487.82489,79007,0.999874529,515559.8925,78119,0.999999998,537518.4882,77461,0.999999998,190422.4284,76054,0.999999748,167534.5037,76449,1,236681.9118," 88,487.82 "," 537,518.49 "," 290,867.34 ",289367.5082,213552.1701,173447.2699,809709.318,0,88487.82489,515559.8925,537518.4882,190422.4284,167534.5037,236681.9118,289367.5082,1,,
86323,75219,0.97703584,116506.8308,77378,0.999977546,170788.5139,75773,0.999999966,103282.084,79331,0.999999997,335119.5064,75143,0.999999204,339585.2843,77659,1,502405.6544," 103,282.08 "," 502,405.65 "," 261,837.88 ",261281.3123,252954.0101,143664.4774,692274.7446,0,116506.8308,170788.5139,103282.084,335119.5064,339585.2843,502405.6544,261281.3123,1,,
86324,79906,0.999097469,7579.317073,79906,0.999602548,7579.317073,77094,0.999999768,33836.63524,79311,0.999999969,8357.399723,78636,0.999975542,78882.0711,78935,1,69931.21272," 7,579.32 "," 78,882.07 "," 34,366.61 ",34360.99215,21097.01748,29884.06786,124013.1957,0,7579.317073,7579.317073,33836.63524,8357.399723,78882.0711,69931.21272,34360.99215,1,,
86325,78072,0.93208482,880217.8218,75925,0.999299141,128811.9053,75454,0.999999967,55036.22119,75640,0.999999989,12621.51394,76531,0.999992372,78652.84974,78417,1,47350.57471," 12,621.51 "," 880,217.82 "," 192,673.64 ",200448.4811,66844.53546,306026.9583,1118529.356,0,880217.8218,128811.9053,55036.22119,12621.51394,78652.84974,47350.57471,200448.4811,1,,
86326,75208,0.981799353,131800.3803,78232,0.999979119,389984.4432,79045,0.999999989,419976.2929,78621,0.999999997,455470.3922,77356,0.999999921,431202.2559,78242,1,194631.0726," 131,800.38 "," 455,470.39 "," 337,802.18 ",337177.4728,404980.368,125815.5539,714624.1346,0,131800.3803,389984.4432,419976.2929,455470.3922,431202.2559,194631.0726,337177.4728,1,,
86327,79512,0.977311369,161110.4211,78368,0.999947673,330607.4116,78014,0.999999998,380641.5331,79347,0.999999994,50562.27121,78003,0.999995957,269565.0033,75954,1,133664.5015," 50,562.27 "," 380,641.53 "," 221,251.62 ",221025.1903,215337.7122,115557.3666,567697.2902,0,161110.4211,330607.4116,380641.5331,50562.27121,269565.0033,133664.5015,221025.1903,1,,
86329,78072,0.994481095,187546.4109,76472,0.999955342,54010.45123,76035,0.999996285,32997.95362,76228,0.999998671,12049.6592,79092,0.999789759,42258.88325,76270,1,4382.30384," 4,382.30 "," 187,546.41 "," 55,419.91 ",55540.94367,37628.41843,61401.79635,239746.3327,0,187546.4109,54010.45123,32997.95362,12049.6592,42258.88325,4382.30384,55540.94367,1,,
86331,78072,0.967618822,86854.82673,79505,0.99991353,8296.178344,78938,0.99994437,34398.36795,78340,0.9999887,30062.03905,78944,0.998674668,13000,75556,0.999999917,1996.168582," 1,996.17 "," 86,854.83 "," 28,791.63 ",29101.26344,21531.01952,28258.4645,113876.657,0,86854.82673,8296.178344,34398.36795,30062.03905,13000,1996.168582,29101.26344,1,,
86332,78072,0.949502645,280569.4307,75931,0.999911964,10763.8191,79227,0.999999093,21992.43466,76693,0.999999972,9443.266833,75859,0.999894949,8125.528063,79005,1,15272.2323," 8,125.53 "," 280,569.43 "," 55,804.28 ",57694.45194,13018.0257,99779.15137,357031.9061,0,280569.4307,10763.8191,21992.43466,9443.266833,8125.528063,15272.2323,57694.45194,1,,
86333,79906,0.908126836,11869.46341,75207,0.999573683,126289.2377,75140,0.999999995,87290.40284,75161,0.999999991,108368.0325,79121,0.999995268,50317.68459,76642,1,78077.27402," 11,869.46 "," 126,289.24 "," 78,045.24 ",77035.34918,82683.83843,37581.82313,189780.8186,0,11869.46341,126289.2377,87290.40284,108368.0325,50317.68459,78077.27402,77035.34918,1,,
86334,78072,0.974326473,808033.2921,79536,0.999923188,59941.1278,79226,0.999999926,159933.03,78071,0.999999986,127408.3925,75692,0.999996158,58225.08862,75751,1,76800.95423," 58,225.09 "," 808,033.29 "," 212,510.84 ",215056.9809,102104.6733,267741.707,1018282.102,0,808033.2921,59941.1278,159933.03,127408.3925,58225.08862,76800.95423,215056.9809,1,,
86335,79906,0.945853873,9031.609756,78017,0.999797014,97795.3482,75144,0.999999988,204075.2147,79081,0.999999995,59463.96064,75426,0.999992675,32241.09631,79040,1,46464.14455," 9,031.61 "," 204,075.21 "," 75,443.85 ",74845.22902,52964.0526,63790.94913,266218.0764,0,9031.609756,97795.3482,204075.2147,59463.96064,32241.09631,46464.14455,74845.22902,1,,
86336,79512,0.97287391,196847.2746,76226,0.999979778,47407.47693,78934,0.999999993,638689.6121,77003,0.999999996,417036.6991,75862,0.999997715,99653.32049,75707,1,65997.03399," 47,407.48 "," 638,689.61 "," 244,488.01 ",244271.9029,148250.2975,215682.701,891320.0058,0,196847.2746,47407.47693,638689.6121,417036.6991,99653.32049,65997.03399,244271.9029,1,,
86337,78072,0.998290363,202550.1238,75556,0.99998098,4655.172414,76265,0.999996945,3464.700997,77597,0.999998097,34140.49587,76453,0.999873816,17907.14812,77977,1,26024.09639," 3,464.70 "," 202,550.12 "," 48,080.41 ",48123.62292,21965.62225,69914.73608,257867.8312,0,202550.1238,4655.172414,3464.700997,34140.49587,17907.14812,26024.09639,48123.62292,1,,
86351,79906,0.974332848,11825.56098,78605,0.999969966,75029.5382,78657,0.999999925,135701.3463,79121,0.999999844,50131.57095,75948,0.999994269,161740.9309,77418,1,136837.3766," 11,825.56 "," 161,740.93 "," 95,569.34 ",95211.05399,105365.4422,53527.30276,255792.9623,0,11825.56098,75029.5382,135701.3463,50131.57095,161740.9309,136837.3766,95211.05399,1,,
86401,78414,0.968631761,268062.4808,77504,0.999905774,327502.9665,75803,1,91842.05126,76104,0.999999997,88292.93643,76048,0.999999949,371052.9449,76105,1,104692.872," 88,292.94 "," 371,052.94 "," 208,259.85 ",208574.3753,186377.6764,117592.2027,561350.9834,0,268062.4808,327502.9665,91842.05126,88292.93643,371052.9449,104692.872,208574.3753,1,,
86403,75236,0.976397082,101949.6279,75670,0.999982848,169821.5487,75142,1,301348.559,75474,0.999999998,213627.5836,79903,0.999999782,66625.08336,75020,1,181183.9569," 66,625.08 "," 301,348.56 "," 172,704.41 ",172426.0599,175502.7528,75897.77628,400119.3887,0,101949.6279,169821.5487,301348.559,213627.5836,66625.08336,181183.9569,172426.0599,1,,
86404,75219,0.978951167,128636.8261,77445,0.999992536,492899.5865,78132,0.999999998,270780.2734,78219,0.999999995,549473.3757,75156,0.999998806,72634.47837,78220,1,167453.6209," 72,634.48 "," 549,473.38 "," 280,846.78 ",280313.0268,219116.9471,181017.728,823366.2107,0,128636.8261,492899.5865,270780.2734,549473.3757,72634.47837,167453.6209,280313.0268,1,,
86406,78414,0.977799072,248700.5581,78418,0.99993155,562829.3059,76065,0.999999996,338433.9185,79360,0.999999998,763082.5706,78624,0.999999809,387365.9911,77043,1,181493.914," 181,493.91 "," 763,082.57 "," 414,261.95 ",413651.043,362899.9548,196558.1599,1003325.523,0,248700.5581,562829.3059,338433.9185,763082.5706,387365.9911,181493.914,413651.043,1,,
86409,75208,0.968789806,147203.9663,78332,0.999950611,781321.3645,75224,1,60346.97817,77357,0.999999998,581293.4331,76049,0.999999962,561229.4453,79782,1,625202.6543," 60,346.98 "," 781,321.36 "," 461,062.94 ",459432.9736,571261.4392,262380.3858,1246574.131,0,147203.9663,781321.3645,60346.97817,581293.4331,561229.4453,625202.6543,459432.9736,1,,
86411,78072,0.971992792,31341.08911,79789,0.999931182,11387.6652,78938,0.998178352,12412.46291,78938,0.982364365,12412.46291,76364,0.982629873,14461.53846,76364,0.99999611,14461.53846," 11,387.67 "," 31,341.09 "," 16,024.25 ",16079.45951,13437.00068,6916.87956,36830.09819,0,31341.08911,11387.6652,12412.46291,12412.46291,14461.53846,14461.53846,16079.45951,1,,
86413,75219,0.969022589,98202.38862,78633,0.999990473,32094.87605,76111,0.999999997,164536.8721,77422,0.999999989,237725.7064,78676,0.999998703,224584.9898,79087,1,160698.8156," 32,094.88 "," 237,725.71 "," 153,258.37 ",152973.9414,162617.8438,70847.31282,365515.8799,0,98202.38862,32094.87605,164536.8721,237725.7064,224584.9898,160698.8156,152973.9414,1,,
86426,75219,0.984678732,106309.1807,77328,0.999967217,189645.2373,76015,0.999999998,370107.0578,79556,1,249618.8618,78676,0.999999501,243124.9036,79081,1,162840.8364," 106,309.18 "," 370,107.06 "," 220,566.27 ",220274.3463,216385.0705,82722.32603,468441.3244,0,106309.1807,189645.2373,370107.0578,249618.8618,243124.9036,162840.8364,220274.3463,1,,
86429,79906,0.979664139,13536,79356,0.999995904,74152.60515,75783,0.999999983,117164.8631,79339,0.999999999,82618.96135,75765,0.999997463,18645.98116,78013,1,305435.6556," 13,536.00 "," 305,435.66 "," 102,226.33 ",101925.6777,78385.78325,97929.29398,395713.5597,0,13536,74152.60515,117164.8631,82618.96135,18645.98116,305435.6556,101925.6777,1,,
86432,79906,0.998890107,6497.560976,79906,0.999645489,6497.560976,75860,0.999999993,57388.93219,78407,0.999999728,61024.30556,78636,0.999990573,67623.6476,79005,1,33575.3176," 6,497.56 "," 67,623.65 "," 38,775.72 ",38767.88748,45482.1249,25114.59427,114111.6703,0,6497.560976,6497.560976,57388.93219,61024.30556,67623.6476,33575.3176,38767.88748,1,,
86434,78072,0.990026358,262064.8515,79068,0.999963939,17047.65035,77962,0.999999962,68608.05538,76629,0.999999978,47551.60142,79343,0.999956071,2852.994555,75556,0.99999992,6022.988506," 2,852.99 "," 262,064.85 "," 67,034.60 ",67358.02362,32299.62588,90146.75509,337798.2889,0,262064.8515,17047.65035,68608.05538,47551.60142,2852.994555,6022.988506,67358.02362,1,,
86438,78072,0.948768659,167041.3366,76681,0.999890208,5928.994083,75449,0.999999682,7427.22372,77538,0.999997871,56348.6755,78205,0.999487676,58714.69741,78567,0.999999875,15385.79655," 5,928.99 "," 167,041.34 "," 50,815.53 ",51807.78731,35867.23602,55898.9497,219504.6364,0,167041.3366,5928.994083,7427.22372,56348.6755,58714.69741,15385.79655,51807.78731,1,,
86440,79906,0.971212425,12657.95122,77331,0.999965644,44186.25277,79119,0.999999956,52072.3999,78562,0.999999966,12309.34374,76634,0.999999273,280447.0855,75948,1,173125.7247," 12,309.34 "," 280,447.09 "," 96,200.90 ",95799.79296,48129.32634,98770.09141,392110.0672,0,12657.95122,44186.25277,52072.3999,12309.34374,280447.0855,173125.7247,95799.79296,1,,
86441,78072,0.888664188,441775.9901,78830,0.998326511,61130.33449,75975,0.999999983,20619.80145,75954,0.999999761,37008.76908,75938,0.99995469,17758.74907,78580,1,12892.65877," 12,892.66 "," 441,775.99 "," 92,050.75 ",98531.05049,28814.28526,154342.2359,561557.7583,0,441775.9901,61130.33449,20619.80145,37008.76908,17758.74907,12892.65877,98531.05049,1,,
86442,77090,0.98707972,201374.9511,79904,0.999959066,171487.7266,77040,1,289778.0954,75180,0.999999999,468451.2691,78628,0.999999852,573369.2533,76117,1,262348.3449," 171,487.73 "," 573,369.25 "," 328,075.50 ",327801.6067,276063.2202,145047.9472,762945.4482,0,201374.9511,171487.7266,289778.0954,468451.2691,573369.2533,262348.3449,327801.6067,1,,
86502,78072,0.95482836,222054.9505,75931,0.999932644,8518.958429,76844,0.999999891,14326.43184,78558,0.999999376,17051.02587,77622,0.999935146,10008.19672,76228,1,14266.79649," 8,518.96 "," 222,054.95 "," 46,382.65 ",47704.39331,14296.61417,78023.93699,281776.2043,0,222054.9505,8518.958429,14326.43184,17051.02587,10008.19672,14266.79649,47704.39331,1,,
86503,75219,0.988715465,87204.62688,77316,0.999881865,31500.28206,78584,1,53185.56006,75979,0.999999992,104251.2718,79835,0.999999665,5857.034221,77434,1,240194.1435," 5,857.03 "," 240,194.14 "," 87,032.93 ",87032.15309,70195.09347,75909.92862,314761.939,0,87204.62688,31500.28206,53185.56006,104251.2718,5857.034221,240194.1435,87032.15309,1,,
86504,79906,0.989396221,12294.43902,77562,0.999962098,87701.22832,77037,0.999999998,97129.35423,75860,0.999999974,108589.166,79745,0.999999463,315157.5563,77562,1,87701.22832," 12,294.44 "," 315,157.56 "," 118,282.98 ",118095.4954,92415.29127,93456.66704,398465.4965,0,12294.43902,87701.22832,97129.35423,108589.166,315157.5563,87701.22832,118095.4954,1,,
86505,79512,0.993763647,132645.504,76008,0.99988202,22119.38288,75701,0.999999995,152895.8596,78119,0.999999999,361310.73,77611,0.999999149,255520.2402,79562,1,28993.4297," 22,119.38 "," 361,310.73 "," 158,944.20 ",158914.1911,142770.6818,120149.6121,519363.0273,0,132645.504,22119.38288,152895.8596,361310.73,255520.2402,28993.4297,158914.1911,1,,
86506,78072,0.98461725,201383.1683,76639,0.999949252,11710.66368,76557,0.99999986,3030.733849,75435,0.999984605,1758.369723,79372,0.999969802,17242.65323,75101,0.999999998,23819.71831," 1,758.37 "," 201,383.17 "," 42,751.35 ",43157.55119,14476.65846,71173.30968,256677.4802,0,201383.1683,11710.66368,3030.733849,1758.369723,17242.65323,23819.71831,43157.55119,1,,
86507,78072,0.995137262,413602.3515,75750,0.999949848,14771.85386,78361,0.999999956,37513.72037,75631,0.999998806,12654.12815,78409,0.999982573,19971.45993,78872,0.999999939,34538.28306," 12,654.13 "," 413,602.35 "," 88,579.38 ",88841.96614,27254.8715,145537.4531,525454.3254,0,413602.3515,14771.85386,37513.72037,12654.12815,19971.45993,34538.28306,88841.96614,1,,
86508,78072,0.998022031,137033.9109,75556,0.999984611,3149.425287,75631,0.999999447,4192.540644,76486,0.999986655,14661.63462,77977,0.999695752,17606.4257,78872,0.999999944,11443.15545," 3,149.43 "," 137,033.91 "," 31,313.80 ",31347.84877,13052.39503,47549.20055,173995.4504,0,137033.9109,3149.425287,4192.540644,14661.63462,17606.4257,11443.15545,31347.84877,1,,
86510,78072,0.975715401,790362.2525,79536,0.999930091,58630.26344,78355,0.999999996,64865.23464,76073,0.999999975,9243.216897,79731,0.999997359,89558.85253,76427,1,167165.524," 9,243.22 "," 790,362.25 "," 194,226.36 ",196637.5573,77212.04359,269681.9301,1005683.348,0,790362.2525,58630.26344,64865.23464,9243.216897,89558.85253,167165.524,196637.5573,1,,
86511,77951,0.993557429,21214.18164,75975,0.999964002,28323.04803,78578,0.999999975,31815.46858,78377,0.999999965,117793.1034,78407,0.999993222,60034.72222,78384,1,53356.52174," 21,214.18 "," 117,793.10 "," 52,122.83 ",52089.50761,42585.99516,32431.62366,149384.3786,0,21214.18164,28323.04803,31815.46858,117793.1034,60034.72222,53356.52174,52089.50761,1,,
86512,78072,0.993998133,439108.6634,75833,0.999982569,44622.79029,78063,0.999999977,7157.608696,78409,0.999999845,21203.07355,78409,0.999992775,21203.07355,78650,1,47278.9537," 7,157.61 "," 439,108.66 "," 96,419.81 ",96762.36052,32912.93192,153739.8,557981.7606,0,439108.6634,44622.79029,7157.608696,21203.07355,21203.07355,47278.9537,96762.36052,1,,
86514,78072,0.990095574,455779.4554,77659,0.999967608,88991.06311,75057,0.999999957,19901.38717,76511,0.999999965,31256.60509,76487,0.999990144,23861.83432,76639,1,26504.10142," 19,901.39 "," 455,779.46 "," 107,140.47 ",107715.7411,28880.35325,157418.3022,579970.6476,0,455779.4554,88991.06311,19901.38717,31256.60509,23861.83432,26504.10142,107715.7411,1,,
86515,79906,0.995712418,8662.829268,75440,0.999983925,91723.09305,77964,0.999999989,139327.8691,76448,0.999999994,161427.3258,79035,0.999999306,6050.286182,75435,1,7180.494905," 6,050.29 "," 161,427.33 "," 69,105.12 ",69061.98306,50192.96116,65102.5185,264369.5386,0,8662.829268,91723.09305,139327.8691,161427.3258,6050.286182,7180.494905,69061.98306,1,,
86520,78072,0.978562688,313744.3069,75691,0.999960655,25231.07119,76255,0.999999945,34299.44124,77951,0.999998671,10968.43128,79355,0.999976338,35866.59608,77597,0.999999746,52882.64463," 10,968.43 "," 313,744.31 "," 77,990.29 ",78832.08189,35083.01866,105802.3781,396239.2161,0,313744.3069,25231.07119,34299.44124,10968.43128,35866.59608,52882.64463,78832.08189,1,,
86535,78072,0.995081497,210051.9802,76472,0.999959769,60491.70537,79013,0.99999974,25492.31184,76635,0.999981356,40156.68581,79372,0.999911122,17984.88665,76649,0.999999998,23366.61912," 17,984.89 "," 210,051.98 "," 62,804.08 ",62924.0315,32824.49883,67275.98727,264751.9933,0,210051.9802,60491.70537,25492.31184,40156.68581,17984.88665,23366.61912,62924.0315,1,,
86538,78072,0.99525517,346752.4752,78940,0.999953383,17427.73356,78362,0.999999944,37235.0863,76471,0.999999935,9142.857143,76554,0.999983564,44603.93873,78872,0.999999994,28955.91647," 9,142.86 "," 346,752.48 "," 80,476.35 ",80686.33458,33095.50139,119566.7857,439386.6916,0,346752.4752,17427.73356,37235.0863,9142.857143,44603.93873,28955.91647,80686.33458,1,,
86540,78072,0.991883099,173709.6535,76556,0.999952518,7036.143638,78164,0.999999802,88200.7874,75435,0.999998176,1516.739447,75489,0.999893613,3928.369463,75668,0.999999998,10549.92519," 1,516.74 "," 173,709.65 "," 47,320.39 ",47490.26977,8793.034412,64032.55564,239587.9367,0,173709.6535,7036.143638,88200.7874,1516.739447,3928.369463,10549.92519,47490.26977,1,,
86544,78072,0.986146285,188213.2426,76639,0.999953741,10944.8173,75452,0.999999815,5925.54575,78548,0.999996856,5218.798151,76635,0.999936885,35981.6653,79505,0.999998038,17977.70701," 5,218.80 "," 188,213.24 "," 43,710.34 ",44043.62935,14461.26215,65300.83221,239946.126,0,188213.2426,10944.8173,5925.54575,5218.798151,35981.6653,17977.70701,44043.62935,1,,
86545,78072,0.997286972,239392.5743,77430,0.999966636,12602.63286,75147,0.999999849,20167.10214,76629,0.999999213,43437.72242,76670,0.999974978,2779.658793,75936,0.999999978,3410.926366," 2,779.66 "," 239,392.57 "," 53,548.18 ",53631.76947,16384.8675,84184.65759,306185.7422,0,239392.5743,12602.63286,20167.10214,43437.72242,2779.658793,3410.926366,53631.76947,1,,
86547,78072,0.992338776,197548.8861,79529,0.99997852,14619.01306,76374,0.999999796,19361.75645,75435,0.999986514,1724.89083,79372,0.999940454,16914.35768,76649,0.999999996,21975.74893," 1,724.89 "," 197,548.89 "," 45,163.35 ",45357.44218,18138.05706,68364.67715,250451.4736,0,197548.8861,14619.01306,19361.75645,1724.89083,16914.35768,21975.74893,45357.44218,1,,
86556,78072,0.961577518,326080.6931,76430,0.999954088,12084.01977,78832,0.999999982,7003.029468,76554,0.999999695,41944.85777,78359,0.999932121,32631.71206,77597,0.999999786,54961.98347," 7,003.03 "," 326,080.69 "," 77,527.05 ",79117.71593,37288.28492,111662.457,414105.087,0,326080.6931,12084.01977,7003.029468,41944.85777,32631.71206,54961.98347,79117.71593,1,,
87305,79906,0.990176937,6239.414634,79036,0.999974714,26108.09061,77006,0.99999997,15704.7619,78407,0.999999262,58599.82639,76233,0.999989415,40722.06304,75681,1,95586.36364," 6,239.41 "," 95,586.36 "," 40,549.65 ",40493.42004,33415.07683,29882.76768,130141.7231,0,6239.414634,26108.09061,15704.7619,58599.82639,40722.06304,95586.36364,40493.42004,1,,
87327,75219,0.964936743,71745.86502,75474,0.999809859,118157.1243,79106,0.999999998,188136.481,77562,0.999999947,119068.7295,79102,0.999999755,176148.889,79529,1,117260.5225," 71,745.87 "," 188,136.48 "," 132,106.11 ",131752.9352,118612.9269,39384.25785,249905.7088,13600.16168,71745.86502,118157.1243,188136.481,119068.7295,176148.889,117260.5225,131752.9352,1,,
87328,78072,0.982762132,445776.9802,76380,0.99998483,40481.69557,77050,0.999999971,20037.7261,79245,0.999999426,32517.2274,79359,0.999987323,24895.86207,77977,1,57274.43106," 20,037.73 "," 445,776.98 "," 102,511.45 ",103497.3204,36499.46149,153538.6796,564113.3591,0,445776.9802,40481.69557,20037.7261,32517.2274,24895.86207,57274.43106,103497.3204,1,,
,,,,,,,,,,,,,,,,,,Summary, Min , Max , Weight AVG , AVG , Median ,, Upper 3std , Lower 3std ,,,,,,,AVG (After Filter),352,Row 192 ,Row 285
,,,,,,,,,,,,,,,,,,," 28,852,682.85 "," 192,636,065.54 "," 89,085,202.69 "," 89,081,570.14 "," 75,163,818.11 ",," 261,541,876.28 "," 1,653,192.49 ",,,,,,," 89,109,337.31 ",,,
